#;activity;batteryLife;color;color_map;current_edge;current_path;destination;distancePerCycle;distanceTraveledBike;heading;index;last_trip_day;last_trip_h;location;name;real_speed;rider;speed;state;states;target;travelledPath
99;1;24344.886518841555;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2708);([road(8490),road(6180),road(6179),road(8489),road(9502),road(9139),road(4499),road(4495),road(14),road(10),road(11),road(16),road(524),road(523),road(1370),road(1371),road(9753),road(1110),road(1109),road(1945),road(1930),road(1927),road(1928),road(1756),road(1737),road(1732),road(1731),road(1735),road(1742),road(1758),road(1757),road(1668),road(1665),road(1662),road(1658),road(1657),road(1659),road(2058),road(2059),road(2065),road(7605),road(7597),road(7594),road(7596),road(7602),road(7606),road(7609),road(8016),road(10651),road(10650),road(12160),road(11140),road(2708)]) as path;{1435.4444670710054,2691.4258024976266,0.0};0.0;3789.5293088200724;241.37524846664772;99;1;8;{1437.8398225618935,2695.8146830009296,0.0};'autonomousBike99';1.1414276900576883;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1450.3890309827436,2695.4674137953557,0.0},{1447.6549058979122,2690.4578240605315,0.0}])]) as path
100;1;38326.82476935167;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2637);([road(10597),road(3185),road(3182),road(3179),road(3180),road(3175),road(3174),road(3172),road(2393),road(2390),road(2389),road(3128),road(2383),road(2384),road(2396),road(2399),road(2402),road(2404),road(2409),road(2414),road(2417),road(2419),road(2456),road(2455),road(2452),road(2451),road(2484),road(2486),road(2490),road(2494),road(2497),road(2495),road(2496),road(2442),road(2438),road(2436),road(2088),road(2084),road(2078),road(2074),road(2075),road(2080),road(7579),road(2097),road(2093),road(2092),road(2095),road(2101),road(2139),road(2137),road(4604),road(4602),road(4676),road(6325),road(6319),road(6317),road(6320),road(9280),road(6312),road(6307),road(6306),road(6310),road(9147),road(9189),road(9186),road(2739),road(2726),road(2720),road(2721),road(2727),road(2757),road(2762),road(8266),road(8263),road(8264),road(2666),road(2662),road(2663),road(2669),road(2877),road(2660),road(2652),road(2653),road(2649),road(2645),road(2639),road(2637)]) as path;{465.2208109452489,2648.319548098618,0.0};0.0;3125.990352448866;263.03782515059083;100;1;9;{465.8268812668005,2653.282680049849,0.0};'autonomousBike100';1.5524328475409943;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{466.767764741897,2660.987609117621,0.0},{465.8268812668005,2653.282680049849,0.0}])]) as path
101;1;45762.98679941648;#mediumpurple;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3028);([road(3462),road(3456),road(3455),road(3459),road(3503),road(3022),road(3018),road(3017),road(3020),road(3028),road(3225),road(3224),road(3222),road(3221),road(3206),road(3202),road(3203),road(3204),road(3211)]) as path;{3229.2547242985192,2889.9147311777706,0.0};0.0;1093.1280088034534;186.1313332939139;101;1;8;{3234.22612271306,2890.4487703185696,0.0};'autonomousBike101';2.2222222222222223;people(421);1.0;'picking_up_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3305.4566955447467,3308.313702682033,0.0};([polyline ([{3234.8219116486644,2900.7149632893124,0.0},{3235.0550023173564,2893.8090853495523,0.0}]),polyline ([{3235.0550023173564,2893.8090853495523,0.0},{3235.160391441663,2890.54913163092,0.0}]),polyline ([{3235.160391441663,2890.54913163092,0.0},{3234.22612271306,2890.4487703185696,0.0}])]) as path
104;1;21636.04722459374;#mediumpurple;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(4567);([road(561),road(564),road(1383),road(1396),road(5),road(7),road(518),road(517),road(519),road(520),road(9512),road(10833),road(10028),road(10018),road(10017),road(10015),road(10016),road(10005),road(10006),road(10026),road(9497),road(4568),road(4567)]) as path;{4016.031711245707,1504.9193766793398,0.0};0.0;967.7513455371837;288.89746016066596;104;1;8;{4014.41233384931,1509.6498752627915,0.0};'autonomousBike104';2.2222222222222223;people(415);1.0;'picking_up_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{4023.091165445058,1487.5262478076581,0.0};([polyline ([{4014.049327945966,1520.4275282072317,0.0},{4012.9557189487386,1513.9049147237092,0.0}]),polyline ([{4012.9557189487386,1513.9049147237092,0.0},{4014.41233384931,1509.6498752627915,0.0}])]) as path
105;1;38129.18097882574;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(4668);([road(4550),road(4555),road(4551),road(4552),road(4554),road(4559),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(8518),road(517),road(518),road(7),road(1),road(2),road(8),road(1774),road(73),road(66),road(67),road(76),road(568),road(9135),road(9136),road(1519),road(1442),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(2525),road(2522),road(2520),road(2467),road(2468),road(2426),road(2423),road(2424),road(2429),road(2474),road(2470),road(2469),road(2472),road(2483),road(2435),road(2432),road(2090),road(2087),road(2083),road(2078),road(2074),road(2075),road(2081),road(4623),road(4619),road(4617),road(4618),road(4616),road(4614),road(4678),road(4674),road(4670),road(4668)]) as path;{1755.3425438566162,3535.210962775956,0.0};0.0;4564.336377095521;65.51461444595017;105;1;8;{1753.2702382307907,3530.660627690144,0.0};'autonomousBike105';0.11987414429813481;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1753.0218223671707,3530.1151601654624,0.0},{1753.2702382307907,3530.660627690144,0.0}])]) as path
111;1;54091.49768039805;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(10097);([road(5973),road(5970),road(1425),road(1426),road(1138),road(1137),road(1485),road(1486),road(1463),road(1464),road(10753),road(10097),road(1787),road(1783),road(1782),road(1785),road(10697),road(3863),road(3865),road(10901),road(11266),road(11268),road(11199),road(429),road(424),road(422),road(428),road(10020),road(10021),road(10024),road(10026),road(9497),road(9491)]) as path;{3581.044722462782,1685.4445184025392,0.0};0.0;1229.2750314023015;278.0912299650836;111;1;8;{3580.3409740060747,1690.394744469062,0.0};'autonomousBike111';2.2222222222222223;people(419);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{4011.2606131764187,1314.7926975539885,0.0};([polyline ([{3574.7074326971324,1696.9233571272648,0.0},{3579.444581140997,1696.7000475702807,0.0}]),polyline ([{3579.444581140997,1696.7000475702807,0.0},{3580.3409740060747,1690.394744469062,0.0}])]) as path
115;1;27124.305933380987;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2045);([road(574),road(536),road(533),road(535),road(540),road(1388),road(1392),road(1561),road(1557),road(1556),road(45),road(46),road(1509),road(1510),road(1516),road(1590),road(10249),road(2007),road(2006),road(2012),road(2015),road(2045)]) as path;{2743.922162808948,1937.0380294464114,0.0};0.0;1081.3186308298498;109.62285456139847;115;1;9;{2745.6012993981976,1932.3284115941178,0.0};'autonomousBike115';1.088191129991423;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2746.4013761031924,1926.8372356661966,0.0},{2744.574154560727,1931.962200038712,0.0}])]) as path
116;1;61256.16048707534;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3545);([road(3693),road(3696),road(3556),road(3548),road(3544),road(3545)]) as path;{4099.453771169502,722.1204084891223,0.0};0.0;196.58891716324453;319.4902407974727;116;1;8;{4095.652294499785,725.3682962842286,0.0};'autonomousBike116';0.1597241786844446;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4095.0451067609265,725.8870624947612,0.0},{4095.652294499785,725.3682962842286,0.0}])]) as path
118;1;71541.18530706794;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(10657);([road(10650),road(10651),road(10656),road(10657),road(10661)]) as path;{1472.0646230497737,2881.1088078902744,0.0};0.0;49.93142928425311;161.8407191099091;118;1;8;{1476.8155919626588,2879.550509334542,0.0};'autonomousBike118';1.6175800290961984;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1484.5867451360136,2877.315093779909,0.0},{1478.5679936848464,2878.975728669204,0.0}]),polyline ([{1478.5679936848464,2878.975728669204,0.0},{1476.8155919626588,2879.550509334542,0.0}])]) as path
121;0;66182.99744962658;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{8284.192956411502,1665.8332071239515,0.0};0.0;0.0;7.7869265226269855;121;7;12;{8279.239062503446,1665.1557595999911,0.0};'autonomousBike121';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
122;1;28401.720014352108;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3632);([road(9034),road(2567),road(2563),road(2564),road(856),road(855),road(9402),road(9401),road(11008),road(11009),road(11012),road(850),road(849),road(892),road(910),road(9699),road(9583),road(9582),road(733),road(732),road(736),road(737),road(183),road(178),road(179),road(186),road(25),road(20),road(21),road(26),road(1609),road(1613),road(1513),road(1508),road(1509),road(46),road(45),road(1556),road(1558),road(1567),road(9869),road(223),road(216),road(214),road(217),road(205),road(203),road(575),road(573),road(557),road(556),road(565),road(1382),road(1397),road(1398),road(1378),road(1377),road(1781),road(3655),road(3651),road(3634),road(3631),road(3632),road(3630),road(3622),road(3618),road(3619),road(3624),road(9830),road(9833),road(3684),road(3686),road(3693)]) as path;{3790.2768642684873,989.0242536145432,0.0};0.0;3904.0206289903826;278.6125326275514;122;7;12;{3789.52810618799,993.967871857985,0.0};'autonomousBike122';2.2222222222222223;people(332);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3916.9261470277365,729.4735186950614,0.0};([polyline ([{3787.855124726829,1004.9523118655272,0.0},{3789.5110069293296,994.0807684119791,0.0}]),polyline ([{3789.5110069293296,994.0807684119791,0.0},{3789.52810618799,993.967871857985,0.0}])]) as path
123;0;56687.11647045707;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{7156.201942639926,1410.5734457855365,0.0};0.0;0.0;125.28275633546961;123;7;12;{7159.090002512385,1406.4918884634972,0.0};'autonomousBike123';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
124;1;64743.26933650639;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2557);([road(3040),road(3039),road(3037),road(2562),road(2557),road(2549),road(2547),road(9721),road(9720),road(9716),road(9714),road(11009),road(11012),road(850),road(849),road(892),road(910),road(9699),road(9583),road(9582),road(733),road(732),road(736),road(737),road(183),road(178),road(179),road(186),road(25),road(20),road(21),road(26),road(1610),road(1588),road(1584),road(1585),road(1590),road(1506),road(43),road(42),road(1503),road(8321)]) as path;{912.402735460431,2197.390825757678,0.0};0.0;2444.5669187210215;0.30153313253720804;124;1;8;{907.402804701509,2197.3645121493114,0.0};'autonomousBike124';2.2222222222222223;people(417);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{2996.3587170627047,1764.2261085156351,0.0};([polyline ([{896.2925188240011,2197.351661176459,0.0},{897.4339407513035,2197.3120480664074,0.0}]),polyline ([{897.4339407513035,2197.3120480664074,0.0},{907.402804701509,2197.3645121493114,0.0}])]) as path
125;1;46950.4418122778;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(11156);([road(10936),road(10937),road(10948),road(10933),road(7123),road(7120),road(7115),road(7113),road(11155),road(11156),road(10952),road(7448),road(7446),road(6588),road(6584),road(6583),road(6586),road(7419),road(11227),road(9300),road(9297),road(4588),road(4585),road(441),road(438),road(433),road(432),road(437),road(4916),road(4915),road(4920),road(11124),road(5559),road(5554),road(5556),road(5563),road(5568),road(8798),road(8800),road(9258),road(9257),road(8911),road(8910),road(4013),road(4011),road(4010),road(4028),road(4027),road(3952),road(3947),road(3945),road(3840),road(3841),road(3942),road(3936),road(3819),road(3812),road(3810),road(3814),road(8912),road(3749),road(3732),road(3729),road(389),road(385),road(386),road(390),road(3760),road(3761),road(3795),road(3792),road(3789),road(3788),road(3791),road(8452),road(8453)]) as path;{6992.41313117526,1713.1955292635614,0.0};0.0;3752.0210395542285;251.01135372758648;125;7;12;{6994.040035096124,1717.9234446215473,0.0};'autonomousBike125';2.2222222222222223;people(420);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{4407.568296108628,393.12866399250925,0.0};([polyline ([{6997.651845278106,1728.431137498025,0.0},{6995.330927124945,1721.6748820422217,0.0}]),polyline ([{6995.330927124945,1721.6748820422217,0.0},{6994.040035096124,1717.9234446215473,0.0}])]) as path
126;0;63111.20076478172;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{2985.4014019314536,4105.784711412786,0.0};0.0;0.0;40.15999567390399;126;7;12;{2981.5801694032853,4102.560090200044,0.0};'autonomousBike126';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
127;1;62777.97159362306;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(664);([road(3586),road(3576),road(113),road(108),road(109),road(114),road(3737),road(3615),road(3616),road(3707),road(3702),road(3678),road(3677),road(3700),road(9832),road(9830),road(3669),road(3664),road(3661),road(3662),road(3666),road(355),road(352),road(354),road(361),road(456),road(457),road(507),road(467),road(466),road(593),road(703),road(702),road(492),road(493),road(645),road(637),road(630),road(627),road(628),road(633),road(658),road(659),road(664)]) as path;{2896.881595483984,774.9112405459302,0.0};0.0;1904.2189909391932;160.9626344636319;127;1;9;{2901.6081257577052,773.2803170125932,0.0};'autonomousBike127';0.9439207526219955;nil;1.0;'fleetsize';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{2901.6081257577052,773.2803170125932,0.0};([polyline ([{2905.5488396789324,770.2316669286623,0.0},{2901.0873696656704,771.7711294977188,0.0}])]) as path
128;1;44026.16880350153;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(91);([road(4092),road(4088),road(4087),road(412),road(410),road(408),road(411),road(414),road(3614),road(3610),road(3609),road(102),road(99),road(100),road(104),road(92),road(89),road(91),road(98),road(1769),road(1766),road(1767),road(1772),road(1398),road(1397),road(1382),road(565),road(556),road(557),road(573),road(575),road(203),road(205),road(217),road(214),road(216),road(223),road(9871),road(10056),road(1393),road(1392),road(1562),road(1501)]) as path;{3818.702338119352,1079.1390393836227,0.0};0.0;1951.0935042843894;158.88641948432644;128;1;8;{3823.3666790217485,1077.3379497283777,0.0};'autonomousBike128';2.2222222222222223;people(411);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3094.0952664643796,1597.6429257364944,0.0};([polyline ([{3833.731881027074,1073.3355282722773,0.0},{3823.3666790217485,1077.3379497283777,0.0}])]) as path
129;1;35812.62617965699;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1290);([road(410),road(408),road(411),road(414),road(3614),road(3610),road(3609),road(102),road(99),road(100),road(104),road(92),road(89),road(91),road(98),road(1769),road(1766),road(1767),road(1772),road(1398),road(1397),road(1382),road(565),road(556),road(557),road(573),road(575),road(203),road(205),road(217),road(214),road(216),road(223),road(9869),road(1567),road(1558),road(1556),road(45),road(46),road(1509),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1151),road(1161),road(1176),road(7893),road(7896),road(10841),road(1315),road(1313),road(1314),road(1303),road(1222),road(1223),road(1298),road(1296),road(1292),road(1288),road(1287),road(1290)]) as path;{1147.694821862948,2364.4381941742395,0.0};0.0;3775.970976938367;148.8719091038917;129;1;8;{1151.9748905451852,2361.8534287931398,0.0};'autonomousBike129';0.6378638930742291;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1154.704991817462,2360.204700284468,0.0},{1151.9748905451852,2361.8534287931398,0.0}])]) as path
130;1;36204.578500922595;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(9395);([road(1888),road(1883),road(1884),road(1892),road(1895),road(1896),road(1900),road(1911),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2204),road(2209),road(2353),road(2354),road(2356),road(7603),road(7607),road(7529),road(7528),road(7606),road(7609),road(8016),road(10656),road(10657),road(10659),road(11974),road(11129),road(4663),road(4658),road(4661),road(4667),road(2850),road(2849),road(7956),road(2845),road(2844),road(2827),road(2829),road(7891),road(10973),road(2823),road(2817),road(2816),road(2820),road(9395)]) as path;{977.7068588656869,2691.3567218629323,0.0};0.0;3166.777793281758;89.44706500191292;130;1;9;{977.6586069333376,2686.356954693251,0.0};'autonomousBike130';1.9816129101560613;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{974.5990484201815,2676.4779560384686,0.0},{974.6946650722646,2686.385559209684,0.0}])]) as path
131;0;64644.568841498294;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{5726.4901465501825,577.7831438625437,0.0};0.0;0.0;269.8355771881396;131;7;12;{5726.50449512765,582.7831232743338,0.0};'autonomousBike131';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
132;0;69711.6218919002;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{3767.4747939809745,4458.474875218936,0.0};0.0;0.0;142.36623402895717;132;7;12;{3771.4344436337124,4455.421815339476,0.0};'autonomousBike132';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
133;1;56247.12259482686;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(582);([road(4529),road(4526),road(4528),road(4534),road(4413),road(4401),road(4396),road(4394),road(4397),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(3607),road(3608),road(3651),road(3654),road(10708),road(10711),road(460),road(454),road(452),road(457),road(507),road(467),road(465),road(542),road(546),road(585),road(582)]) as path;{3327.6922591901266,605.848637766717,0.0};0.0;1668.980196658357;209.27795935473873;133;1;8;{3332.053546512325,608.2938724984415,0.0};'autonomousBike133';2.1140076103687333;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3341.273341102457,613.4631173304449,0.0},{3332.053546512325,608.2938724984415,0.0}])]) as path
134;1;52888.623224630515;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2440);([road(2977),road(2965),road(2962),road(2958),road(2956),road(2792),road(2791),road(9122),road(2738),road(2739),road(9186),road(9189),road(9147),road(6310),road(6306),road(6307),road(6312),road(9280),road(6320),road(6317),road(6319),road(6325),road(4676),road(4602),road(4604),road(2137),road(2139),road(2101),road(2095),road(2092),road(2093),road(2097),road(7579),road(2080),road(2075),road(2074),road(2078),road(2084),road(2088),road(2437),road(2440)]) as path;{2138.584790635424,3242.9237304279677,0.0};0.0;1918.936655018837;31.80206536941096;134;1;8;{2134.3354221504364,3240.288798269677,0.0};'autonomousBike134';2.1775190019824073;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2135.884588752406,3217.130344419562,0.0},{2145.1376693748916,3222.8679592631747,0.0}])]) as path
135;1;27337.737133866412;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3634);([road(3693),road(3686),road(3684),road(9833),road(9830),road(3624),road(3619),road(3618),road(3622),road(3630),road(3632),road(3631),road(3634),road(3651),road(3655),road(1781),road(1377),road(1378),road(1398),road(1397),road(1382),road(565),road(556),road(557),road(573),road(575),road(203),road(205),road(217),road(214),road(216),road(223),road(9869),road(1567),road(1558),road(1556),road(45),road(46),road(1509),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1151),road(1159),road(1168),road(1175),road(1238),road(1227),road(1228),road(1229),road(1231),road(1323),road(1325),road(11027),road(9098),road(1308),road(1309),road(9100),road(1328),road(1329),road(10087),road(10088),road(10609),road(2611),road(2600),road(2597),road(2598),road(2603),road(2618),road(2620),road(2622),road(2627),road(2626),road(2629),road(2635),road(2637),road(2640),road(2892),road(2895),road(2893),road(2896),road(7381),road(7378),road(7377),road(7380)]) as path;{3778.026953618705,1088.364575334671,0.0};0.0;4855.769629494046;102.29876337805449;135;1;8;{3779.0920001113504,1083.4793244743257,0.0};'autonomousBike135';2.2222222222222223;people(418);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{241.781195017742,2847.848457440734,0.0};([polyline ([{3780.9144220367702,1072.5536678004764,0.0},{3780.817551021115,1073.6454702615738,0.0}]),polyline ([{3780.817551021115,1073.6454702615738,0.0},{3780.58976685378,1076.0954729858786,0.0}]),polyline ([{3780.58976685378,1076.0954729858786,0.0},{3780.3706111654756,1078.401072847657,0.0}]),polyline ([{3780.3706111654756,1078.401072847657,0.0},{3779.5271927089198,1081.483144001104,0.0}]),polyline ([{3779.5271927089198,1081.483144001104,0.0},{3779.0920001113504,1083.4793244743257,0.0}])]) as path
136;1;68310.32542426747;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1892);([road(3462),road(3464),road(7915),road(11543),road(3454),road(3453),road(11539),road(3481),road(3479),road(7945),road(1951),road(1929),road(1927),road(1367),road(1364),road(1363),road(1924),road(1922),road(1921),road(1421),road(1415),road(1414),road(1419),road(10910),road(10912),road(10915),road(10916),road(9986),road(1534),road(1533),road(1539),road(1543),road(1800),road(1803),road(1805),road(1807),road(1849),road(5977),road(1876),road(1877),road(1881),road(10203),road(1886),road(1882),road(1884),road(1892)]) as path;{2957.325477072387,2093.8612879592383,0.0};0.0;1811.8859483073472;83.30660627531933;136;1;9;{2956.7426959598815,2088.8953674831428,0.0};'autonomousBike136';1.7434829904308142;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2955.6222581859715,2080.2496179196796,0.0},{2956.6383271427694,2088.9076158015846,0.0}])]) as path
