#;activity;batteryLife;color;color_map;current_edge;current_path;destination;distancePerCycle;distanceTraveledBike;heading;index;last_trip_day;last_trip_h;location;name;real_speed;rider;speed;state;states;target;travelledPath
2;1;15725.491136605637;#red;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8527);([road(8526),road(8535),road(8533),road(8532),road(8536),road(8527),road(759),road(721),road(717),road(718),road(724),road(768),road(904)]) as path;{1331.3652843736504,1550.6472399509532,0.0};0.0;489.0722651499179;31.9156041689398;2;1;9;{1327.1211456782987,1548.003892313086,0.0};'autonomousBike2';2.2222222222222223;nil;1.0;'low_battery';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{1302.181494104385,1782.5931906448677,0.0};([polyline ([{1317.3135467249817,1542.810183280337,0.0},{1324.0407042846782,1546.0853222412989,0.0}]),polyline ([{1324.0407042846782,1546.0853222412989,0.0},{1327.1211456782987,1548.003892313086,0.0}])]) as path
3;1;60381.95791181946;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(703);([road(6445),road(6454),road(6457),road(10106),road(4451),road(4445),road(4444),road(4448),road(4463),road(4465),road(4468),road(9054),road(9046),road(9043),road(9047),road(9077),road(9076),road(4389),road(4387),road(4390),road(4329),road(4287),road(4282),road(4283),road(4290),road(4429),road(4426),road(4420),road(4416),road(4414),road(4408),road(4407),road(4401),road(4396),road(4394),road(4397),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(3607),road(3608),road(3651),road(3655),road(1781),road(1377),road(1375),road(276),road(269),road(265),road(264),road(1372),road(8547),road(8548),road(9183),road(11126),road(299),road(300),road(703),road(702),road(492),road(493),road(645),road(637),road(630),road(632),road(642),road(649),road(653),road(6002)]) as path;{3266.3377708380112,931.5475852516106,0.0};0.0;4011.2730066890044;164.218396121432;3;1;8;{3271.149297666695,930.1877287971063,0.0};'autonomousBike3';2.2222222222222223;people(342);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{2917.7207201613346,882.0797042275468,0.0};([polyline ([{3281.841579508214,927.1658255648745,0.0},{3271.149297666695,930.1877287971063,0.0}])]) as path
7;1;38483.120538414885;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2578);([road(5970),road(5973),road(5974),road(5975),road(10257),road(10253),road(10252),road(9736),road(9733),road(2010),road(2009),road(11151),road(8322),road(1503),road(42),road(43),road(1506),road(1590),road(1585),road(1584),road(1588),road(1610),road(26),road(21),road(20),road(25),road(186),road(179),road(178),road(183),road(737),road(736),road(732),road(733),road(9582),road(9583),road(9699),road(910),road(892),road(849),road(850),road(11012),road(11009),road(11008),road(9401),road(9402),road(855),road(856),road(2564),road(2565),road(2570),road(2572),road(2575),road(2577),road(2578)]) as path;{478.60123384686983,1916.2748858320124,0.0};0.0;3253.242876416548;219.0265761173933;7;1;8;{482.4855037139893,1919.4232898085356,0.0};'autonomousBike7';0.6501430115963676;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{480.82185151355856,1926.6096332595355,0.0},{479.3376991083496,1925.7269993713126,0.0}]),polyline ([{479.3376991083496,1925.7269993713126,0.0},{478.15382000352855,1924.7674034089173,0.0}])]) as path
17;1;54904.87174162236;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2302);([road(8412),road(8408),road(8406),road(8410),road(1765),road(1760),road(1668),road(1665),road(1648),road(1644),road(1643),road(1647),road(1655),road(2360),road(2051),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2203),road(2207),road(2222),road(2227),road(2229),road(2240),road(7552),road(9703),road(9845),road(9846),road(2328),road(2311),road(2309),road(2310),road(2307),road(2302)]) as path;{1555.1487921476587,2270.692170044114,0.0};0.0;2529.867780097996;297.2493003412082;17;1;8;{1552.85947685274,2275.1372837075032,0.0};'autonomousBike17';0.1405620803999744;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1568.292642930695,2283.876190764309,0.0},{1568.6144338512402,2283.2513763401685,0.0}])]) as path
19;1;65048.63117468425;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2234);([road(4535),road(4413),road(4401),road(4396),road(4394),road(4397),road(9460),road(9461),road(9492),road(9490),road(4322),road(4320),road(340),road(341),road(420),road(4564),road(4563),road(8518),road(517),road(518),road(7),road(5),road(1396),road(1397),road(1382),road(565),road(556),road(557),road(573),road(575),road(203),road(205),road(217),road(214),road(216),road(223),road(9869),road(1567),road(1558),road(1556),road(45),road(46),road(1509),road(1510),road(1516),road(1585),road(1584),road(1588),road(1614),road(9864),road(1572),road(1568),road(1569),road(1574),road(1680),road(1678),road(1682),road(12079),road(12073),road(2163),road(2162),road(2156),road(2155),road(2273),road(2159),road(2157),road(2259),road(2256),road(2252),road(2253),road(2239),road(2234)]) as path;{1802.8281408502644,2299.039360900648,0.0};0.0;3680.5692121064044;89.92746128424845;19;1;8;{1802.8218106548302,2294.039364907787,0.0};'autonomousBike19';1.130202106755531;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1810.7879584347854,2288.4305396971254,0.0},{1811.3806470379932,2291.716550496407,0.0}]),polyline ([{1811.3806470379932,2291.716550496407,0.0},{1811.3835740908992,2294.0285253719376,0.0}])]) as path
21;1;71692.35852802647;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2318);([road(2318)]) as path;{1384.604829881655,2363.685735034542,0.0};0.0;19.856005733013113;285.5821481588016;21;1;7;{1383.2617313230294,2368.501966576092,0.0};'autonomousBike21';1.814478179642188;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1380.8247082952944,2377.2409136163383,0.0},{1383.2617313230294,2368.501966576092,0.0}])]) as path
22;1;25498.53184543722;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8526);([road(2045),road(2015),road(2012),road(2006),road(2007),road(10250),road(1579),road(1580),road(1614),road(1610),road(26),road(21),road(20),road(25),road(186),road(179),road(178),road(183),road(737),road(736),road(738),road(174),road(175),road(746),road(750),road(753),road(759),road(8527),road(8536),road(8532),road(8533),road(8535),road(8526)]) as path;{1194.2593859441295,1563.549006025313,0.0};0.0;2021.719884841047;205.00913694207892;22;1;8;{1198.790587847609,1565.662819950403,0.0};'autonomousBike22';0.2424068806962653;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1196.612011270966,1573.1997853186722,0.0},{1195.5136167517385,1572.6873822787188,0.0}])]) as path
25;1;54010.770149949836;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(785);([road(3088),road(3091),road(3096),road(3131),road(3100),road(3101),road(3102),road(3104),road(3118),road(3119),road(3120),road(3122),road(2395),road(2375),road(2370),road(2366),road(2367),road(2373),road(9964),road(2527),road(2524),road(2521),road(2522),road(2525),road(10879),road(11115),road(2189),road(2186),road(2180),road(2177),road(2174),road(2172),road(2169),road(2164),road(2160),road(2148),road(2144),road(2145),road(2149),road(9113),road(10069),road(11108),road(7592),road(7591),road(2288),road(1145),road(1140),road(1139),road(1142),road(1149),road(1154),road(1186),road(730),road(725),road(726),road(731),road(743),road(748),road(749),road(766),road(722),road(718),road(716),road(720),road(785)]) as path;{995.0065894767899,1851.3886038880175,0.0};0.0;3245.67660927391;127.94055862373784;25;1;9;{998.0808075977353,1847.445358657899,0.0};'autonomousBike25';1.8595847306374282;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1008.8999728619447,1844.7593621674257,0.0},{1003.3514032057719,1847.7679823776707,0.0}]),polyline ([{1003.3514032057719,1847.7679823776707,0.0},{1001.515384710094,1850.1230108404086,0.0}])]) as path
28;1;48198.602561842185;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2962);([road(10007),road(10008),road(428),road(422),road(424),road(429),road(11199),road(11268),road(11266),road(10901),road(3865),road(3863),road(10697),road(1785),road(1782),road(1783),road(1451),road(1449),road(1450),road(1454),road(1456),road(1483),road(1487),road(1488),road(1444),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2204),road(2209),road(2353),road(2354),road(2356),road(7603),road(7607),road(7529),road(7528),road(7606),road(7609),road(8016),road(10656),road(10657),road(10659),road(11974),road(11129),road(4663),road(4658),road(4661),road(2717),road(2715),road(2740),road(2733),road(2724),road(2726),road(2738),road(9122),road(2791),road(2792),road(2956),road(2958),road(2962)]) as path;{1089.6549627084803,3299.0901508208176,0.0};0.0;4395.19292568089;321.95907895761275;28;1;8;{1085.7171084935933,3302.1712714257756,0.0};'autonomousBike28';1.168444012337682;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1076.6860671621862,3299.7561055767214,0.0},{1078.1740444723982,3299.5799286216497,0.0}]),polyline ([{1078.1740444723982,3299.5799286216497,0.0},{1081.5951335652837,3296.903143875369,0.0}])]) as path
31;1;59565.75795264483;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2255);([road(9703),road(9845),road(9846),road(2328),road(2311),road(2309),road(2308),road(2265),road(2255)]) as path;{1615.5492377648327,2124.8370607925267,0.0};0.0;469.9481498260673;312.3678489347782;31;1;8;{1612.1797982489516,2128.5312288110144,0.0};'autonomousBike31';1.5923282618360037;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1604.6630095291268,2132.2447755335184,0.0},{1606.4222411316587,2128.702001782134,0.0}]),polyline ([{1606.4222411316587,2128.702001782134,0.0},{1609.121917546755,2125.7421450386287,0.0}])]) as path
33;1;34944.592013130605;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2885);([road(1985),road(1984),road(1971),road(1968),road(1969),road(1972),road(1996),road(1994),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2204),road(2209),road(2353),road(2354),road(2356),road(7603),road(7607),road(7529),road(7528),road(7606),road(7609),road(8016),road(10656),road(10657),road(10659),road(11974),road(11129),road(4663),road(4658),road(4661),road(2717),road(2715),road(2740),road(2733),road(2724),road(2720),road(2721),road(2727),road(2757),road(2762),road(8266),road(8263),road(8264),road(2666),road(2662),road(2661),road(2665),road(2888),road(2884),road(2885)]) as path;{537.1082262610345,2948.622475524449,0.0};0.0;3305.4625326671394;222.1561430472339;33;1;9;{540.8148189937696,2951.9782422496005,0.0};'autonomousBike33';2.0244455153921486;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{548.4950923617497,2958.5685755421173,0.0},{546.6473056401592,2956.663776385598,0.0}]),polyline ([{546.6473056401592,2956.663776385598,0.0},{541.1108107514359,2951.6513062651375,0.0}])]) as path
37;1;25288.948107605538;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8383);([road(8472),road(4023),road(4022),road(8464),road(8465),road(8462),road(8460),road(8459),road(8469),road(8470),road(3828),road(3825),road(3821),road(3820),road(3815),road(3817),road(8913),road(3749),road(3748),road(3592),road(3591),road(3740),road(3585),road(3584),road(3738),road(3528),road(115),road(114),road(3737),road(3615),road(3611),road(3609),road(102),road(99),road(100),road(104),road(92),road(89),road(91),road(98),road(1769),road(1766),road(6),road(1),road(2),road(8),road(1774),road(73),road(66),road(67),road(76),road(568),road(9135),road(9136),road(1519),road(1442),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(2525),road(2522),road(2520),road(2467),road(2468),road(2426),road(2423),road(2424),road(2429),road(2474),road(2470),road(2469),road(2472),road(2483),road(2435),road(2432),road(2090),road(2087),road(2083),road(2078),road(2079),road(2086),road(7988),road(7986),road(7987),road(8383)]) as path;{1921.7210626993099,3468.990230028679,0.0};0.0;4820.1477214411825;38.52103255890595;37;1;8;{1917.809164765076,3465.876220627258,0.0};'autonomousBike37';1.2236865735833564;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1900.2324549853336,3478.1324875225996,0.0},{1905.019391964684,3481.9430590171305,0.0}])]) as path
41;1;32182.27181867316;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(10833);([road(6896),road(6897),road(8986),road(9739),road(6142),road(6136),road(6138),road(6130),road(6126),road(6128),road(6134),road(6123),road(6118),road(6119),road(6125),road(8428),road(8424),road(8422),road(8426),road(8436),road(9496),road(330),road(327),road(318),road(315),road(320),road(11269),road(11270),road(4328),road(4324),road(311),road(305),road(306),road(313),road(11292),road(11291),road(10023),road(10024),road(10006),road(10005),road(10016),road(10015),road(10017),road(10018),road(10028),road(10833),road(9512),road(9511),road(4562),road(4563),road(3607),road(3608),road(3651),road(3655),road(1781),road(1377),road(1375),road(276),road(269),road(267),road(271),road(260)]) as path;{3890.0849856120185,1199.186579359039,0.0};0.0;2850.5587008016664;215.94323714327896;41;1;8;{3894.132980188876,1202.1214967183068,0.0};'autonomousBike41';2.2222222222222223;people(346);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3409.2302083385002,1062.2394388532266,0.0};([polyline ([{3903.128039906472,1208.6442024954895,0.0},{3895.712309292692,1203.266557640396,0.0}]),polyline ([{3895.712309292692,1203.266557640396,0.0},{3894.132980188876,1202.1214967183068,0.0}])]) as path
44;1;64678.43079194753;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(6180);([road(3763),road(3788),road(3789),road(3792),road(3795),road(3761),road(3760),road(390),road(386),road(385),road(389),road(3729),road(3732),road(3748),road(3594),road(3593),road(3600),road(3597),road(3596),road(3601),road(3752),road(3751),road(3755),road(4096),road(4090),road(4089),road(4095),road(4418),road(4392),road(4391),road(4439),road(4353),road(4345),road(4343),road(4349),road(4367),road(4363),road(4364),road(4369),road(323),road(317),road(318),road(327),road(330),road(9496),road(8436),road(8426),road(8425),road(4877),road(4873),road(4857),road(4851),road(4849),road(4852),road(6172),road(6168),road(6171),road(6180),road(8490)]) as path;{4099.903914963435,2130.624370746381,0.0};0.0;2727.3316906117093;358.8423571191488;44;1;9;{4094.9049355014345,2130.7253872722385,0.0};'autonomousBike44';0.2674992337792837;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4094.8588301384875,2148.894356515696,0.0},{4094.8827345272875,2147.926879046485,0.0}]),polyline ([{4094.8827345272875,2147.926879046485,0.0},{4095.2523824943987,2147.91940941119,0.0}])]) as path
50;1;28688.483200075723;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1829);([road(853),road(839),road(831),road(829),road(835),road(901),road(900),road(904),road(768),road(724),road(722),road(766),road(749),road(748),road(743),road(731),road(732),road(736),road(737),road(183),road(178),road(179),road(186),road(25),road(20),road(22),road(28),road(7641),road(7643),road(9994),road(9991),road(9990),road(9180),road(9178),road(1833),road(690),road(688),road(687),road(676),road(665),road(664),road(686),road(6000),road(5997),road(5925),road(5922),road(5921),road(1829)]) as path;{2584.1273056899804,622.7114797935141,0.0};0.0;3875.026217945013;94.21271600496337;50;1;8;{2584.4946033672895,617.7249888012186,0.0};'autonomousBike50';0.30982409023635593;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2585.7062800463336,616.2609219379021,0.0},{2585.5924823776154,617.8058569730619,0.0}])]) as path
52;1;45072.239325057686;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1898);([road(7831),road(11563),road(11562),road(11217),road(1098),road(1097),road(9574),road(1079),road(1078),road(9560),road(1960),road(1112),road(1103),road(1100),road(1102),road(1108),road(1361),road(1359),road(1354),road(1349),road(1350),road(1357),road(8146),road(1420),road(1415),road(1414),road(1419),road(10910),road(10912),road(10915),road(10916),road(9986),road(1534),road(1533),road(1539),road(1543),road(1800),road(1803),road(1805),road(1807),road(1849),road(5977),road(1876),road(1877),road(1881),road(10203),road(1886),road(1887),road(1898)]) as path;{3016.3481294533517,2121.234832304269,0.0};0.0;1814.8811986001438;166.74135542697363;52;1;8;{3021.2148527857694,2120.088096063584,0.0};'autonomousBike52';0.9268055372517526;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3025.416275107342,2117.713549683215,0.0},{3020.9057689745846,2118.776351180849,0.0}])]) as path
55;1;53171.07628936569;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8537);([road(1438),road(1440),road(1448),road(1492),road(1493),road(1496),road(1499),road(1502),road(42),road(43),road(1506),road(1590),road(1585),road(1584),road(1588),road(1610),road(26),road(21),road(20),road(25),road(186),road(179),road(178),road(183),road(737),road(736),road(738),road(174),road(175),road(746),road(750),road(753),road(759),road(8527),road(8537)]) as path;{1359.92332561825,1515.1864791394414,0.0};0.0;2250.9545934447297;3.1471461151301465;55;1;8;{1354.930866451934,1514.9119769123693,0.0};'autonomousBike55';0.24129854769015094;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1353.8882618708997,1511.8981474667912,0.0},{1355.092935017134,1511.9643844555214,0.0}])]) as path
56;1;70968.39556024228;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2323);([road(11099),road(1318),road(1319),road(2326),road(2327),road(2325),road(2323)]) as path;{1382.3047978819443,2373.4095401506124,0.0};0.0;196.5398924953738;101.03372080305166;56;1;8;{1383.2617313230294,2368.501966576092,0.0};'autonomousBike56';1.5141779802882769;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1384.7106988681219,2361.071026732908,0.0},{1383.2617313230294,2368.501966576092,0.0}])]) as path
57;1;69706.21962852676;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2204);([road(2958),road(2956),road(2792),road(2791),road(9122),road(2738),road(2726),road(2724),road(2733),road(2740),road(2715),road(2717),road(4661),road(4658),road(4663),road(11129),road(11974),road(10659),road(10657),road(10656),road(8016),road(7609),road(7606),road(7528),road(7529),road(7607),road(7603),road(2356),road(2354),road(2353),road(2209),road(2204),road(2202),road(2205),road(2213),road(2211),road(2212),road(2215),road(2187),road(2184),road(2185),road(2189),road(11115),road(10879),road(2363),road(2052),road(2048),road(2023),road(2018),road(2017),road(1995),road(1990),road(1989),road(1993),road(1908),road(1904),road(1906),road(1912),road(1915),road(1966),road(1967),road(7520),road(2008),road(2010),road(9732),road(1447),road(1439),road(1438),road(1444),road(1488),road(1487),road(1483),road(1456),road(1454),road(1450),road(1449),road(1451),road(1783),road(1782),road(1785),road(10697),road(3863),road(3865),road(10901),road(11266),road(11268),road(11199),road(11198),road(11193),road(11192)]) as path;{2004.866950410919,2599.0095732811055,0.0};0.0;4553.095785554645;270.37493356525573;57;1;8;{2004.8342315184832,2604.0094662273673,0.0};'autonomousBike57';2.2222222222222223;people(403);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3882.3704795852827,1489.4463654551655,0.0};([polyline ([{2003.0140549089892,2614.834889737111,0.0},{2004.7989588698838,2609.399607940577,0.0}]),polyline ([{2004.7989588698838,2609.399607940577,0.0},{2004.8342315184832,2604.0094662273673,0.0}])]) as path
60;1;57105.12842476857;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(545);([road(540),road(221),road(215),road(214),road(219),road(212),road(211),road(9134),road(9130),road(9132),road(233),road(234),road(11261),road(231),road(230),road(236),road(240),road(251),road(258),road(262),road(494),road(11127),road(9183),road(9181),road(592),road(544),road(543),road(545)]) as path;{3413.3566138961082,752.5275743030426,0.0};0.0;1141.0207962230193;335.94510256302345;60;1;8;{3408.790837259585,754.5656331111677,0.0};'autonomousBike60';1.7604286867025318;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3400.7531130915727,758.1534903021779,0.0},{3408.790837259585,754.5656331111677,0.0}])]) as path
62;1;52226.24819215737;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2956);([road(2787),road(2803),road(2797),road(2798),road(2805),road(2952),road(2953),road(2956)]) as path;{1101.0672756069957,3090.1700133566897,0.0};0.0;217.92042636797748;119.673425179316;62;1;8;{1103.5425542475875,3085.8257072381675,0.0};'autonomousBike62';0.2359370359512814;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1107.4065376452659,3086.6695726502894,0.0},{1106.8225277396512,3087.6945553591586,0.0}])]) as path
63;1;34342.24837054455;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2312);([road(560),road(72),road(71),road(538),road(533),road(535),road(540),road(1388),road(1392),road(1561),road(1557),road(1556),road(45),road(46),road(1509),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1150),road(1157),road(2300),road(2297),road(2296),road(2298),road(2303),road(2308),road(2309),road(2312)]) as path;{1572.1477388236779,2426.587829370075,0.0};0.0;2682.3525223518145;135.35605290051475;63;1;8;{1575.7051751739152,2423.0743344413736,0.0};'autonomousBike63';0.20704063799064598;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1576.1888740675693,2422.0909011383437,0.0},{1575.452340176005,2422.818337369959,0.0}])]) as path
64;1;29778.323508519985;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1974);([road(10421),road(8111),road(3313),road(3312),road(8108),road(3304),road(3300),road(3298),road(3293),road(3292),road(3289),road(3271),road(3269),road(3285),road(2392),road(2387),road(2386),road(2389),road(3128),road(2383),road(2380),road(2374),road(2370),road(2366),road(2367),road(2373),road(9964),road(2527),road(2524),road(2362),road(2052),road(2048),road(2023),road(2018),road(2017),road(1995),road(1990),road(1989),road(1993),road(1908),road(1904),road(1906),road(1911),road(1900),road(1896),road(1897),road(1902),road(1974)]) as path;{2892.200669803354,2267.380986903458,0.0};0.0;2393.2870027584777;87.02065240724698;64;1;9;{2891.940789831686,2262.3877452309243,0.0};'autonomousBike64';1.7102970752993094;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2891.4963178762137,2253.8478186021275,0.0},{2891.940789831686,2262.3877452309243,0.0}])]) as path
