activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place
1.741950877509611e+19,42.369371,-71.077051,42.369721999999996,-71.079128,EAT,2023-06-26 07:45:00,2023-06-26 07:47:43,2,0.14137725600773302,7,No
1.830916977387655e+19,42.371959999999994,-71.075408,42.36927373900095,-71.08113280505167,EAT,2023-06-26 07:46:31,2023-06-26 07:48:08,1,0.5996232830768989,7,No
1.0400105856568265e+19,42.372027,-71.120423,42.37135,-71.119421,EAT,2023-06-26 07:46:51,2023-06-26 07:49:57,3,0.161354989203938,7,No
1.1239190171070464e+19,42.363335,-71.100716,42.361773267556615,-71.10455261672973,EAT,2023-06-26 07:47:53,2023-06-26 07:57:49,9,0.514791463838432,7,No
1.5222590756516608e+19,42.3734,-71.099827,42.368849160713246,-71.08053144715382,EAT,2023-06-26 07:48:53,2023-06-26 08:15:43,26,1.3901344250395158,7,No
1.572880156032037e+19,42.3734,-71.099827,42.365260607369315,-71.09638808291028,EAT,2023-06-26 07:48:53,2023-06-26 08:01:06,12,0.632804934541851,7,No
7.188096503502737e+18,42.366069,-71.105366,42.358554999999996,-71.104159,EAT,2023-06-26 07:49:22,2023-06-26 07:51:53,2,0.9185241357528452,7,No
1.2720422900411853e+19,42.367946999999994,-71.09784300000001,42.36693148070087,-71.09706184231932,EAT,2023-06-26 07:49:25,2023-06-26 07:52:54,3,0.18054756678362105,7,No
5.517147489331721e+18,42.390043,-71.118227,42.400014,-71.134598,EAT,2023-06-26 07:54:38,2023-06-26 08:17:01,22,1.159109517573581,7,No
6.140068968893789e+18,42.374189,-71.121151,42.372917,-71.119156,EAT,2023-06-26 07:54:48,2023-06-26 07:58:31,3,0.192979867825629,7,No
1.313091479636586e+19,42.366069,-71.105366,42.37977538278093,-71.15282178935284,EAT,2023-06-26 07:55:07,2023-06-26 08:02:29,7,3.223857415801177,7,No
1.0634678348218671e+19,42.384488,-71.11983000000001,42.393567489279306,-71.12533719475583,EAT,2023-06-26 07:55:29,2023-06-26 07:57:30,2,0.785760834182689,7,No
5.531476021096013e+18,42.377946,-71.107261,42.368621000000005,-71.08994200000001,EAT,2023-06-26 07:58:05,2023-06-26 08:03:21,5,1.988939402937208,7,No
1.232223279765542e+17,42.364909999999995,-71.08259,42.356409,-71.108007,EAT,2023-06-26 08:00:24,2023-06-26 08:07:19,6,3.2606204468775766,8,No
1.7654938234569284e+19,42.364909999999995,-71.08259,42.37273909955325,-71.11016208685065,EAT,2023-06-26 08:00:24,2023-06-26 08:04:36,4,1.858109338916285,8,No
1.5895911725994164e+19,42.375451,-71.149096,42.36246504420781,-71.1090190268015,EAT,2023-06-26 08:01:27,2023-06-26 08:08:19,6,2.965998423477888,8,No
1.5822472380315763e+19,42.357996,-71.114939,42.36164444996047,-71.10864436466038,EAT,2023-06-26 08:01:27,2023-06-26 08:04:26,2,1.1400818993134871,8,No
2.39287579065626e+18,42.365032,-71.102756,42.366042094312675,-71.11373763796531,EAT,2023-06-26 08:02:21,2023-06-26 08:05:45,3,1.4937764617075882,8,No
1.6882118680028723e+19,42.372267,-71.088105,42.364797222602775,-71.11489798103712,EAT,2023-06-26 08:02:21,2023-06-26 08:08:15,5,2.3355481788146086,8,No
5.216379053145197e+18,42.365032,-71.102756,42.36471271362521,-71.11491736625624,EAT,2023-06-26 08:02:21,2023-06-26 08:06:13,3,1.402488108187196,8,No
1.2547820231959902e+19,42.372267,-71.088105,42.36456938807885,-71.11472539785159,EAT,2023-06-26 08:02:21,2023-06-26 08:18:48,16,2.889351056913757,8,No
1.048187882296394e+19,42.372267,-71.088105,42.365361765706375,-71.1144128804908,EAT,2023-06-26 08:02:21,2023-06-26 08:15:16,12,2.230346037501396,8,No
1.251269539480535e+19,42.372267,-71.088105,42.364633766184355,-71.11447733067838,EAT,2023-06-26 08:02:21,2023-06-26 08:08:16,5,2.330201641673914,8,No
7.096354863514061e+18,42.372267,-71.088105,42.365007388919075,-71.11405931548381,EAT,2023-06-26 08:02:21,2023-06-26 08:21:57,19,1.6382718079343082,8,No
1.7872827148676342e+18,42.369628000000006,-71.1114,42.35731286087468,-71.09384525746042,EAT,2023-06-26 08:02:40,2023-06-26 08:07:47,5,2.417472649679019,8,No
4.4545850483520394e+18,42.371654,-71.086311,42.372997396889865,-71.07877301616251,EAT,2023-06-26 08:03:04,2023-06-26 08:18:00,14,0.7739156233944381,8,No
1.2957869267529314e+19,42.374306,-71.119126,42.372572999999996,-71.11936,EAT,2023-06-26 08:04:48,2023-06-26 08:06:12,1,0.3666636058360031,8,No
1.4016081569121208e+19,42.371435999999996,-71.116713,42.37218,-71.13580999999999,EAT,2023-06-26 08:05:50,2023-06-26 08:32:32,26,1.3833936171378869,8,No
1.8103926335938056e+18,42.36981,-71.071383,42.369911,-71.072001,EAT,2023-06-26 08:07:57,2023-06-26 08:09:40,1,0.08906339216461301,8,No
2.6763724799677343e+18,42.369859000000005,-71.06882399999999,42.37220656857561,-71.08187540803797,EAT,2023-06-26 08:07:57,2023-06-26 08:15:45,7,0.4046594624251581,8,No
1.048887880720778e+19,42.371959999999994,-71.075408,42.370582,-71.0773,EAT,2023-06-26 08:07:57,2023-06-26 08:10:17,2,0.30243174227874403,8,No
