,center_x,center_y,density
521,-71.11936950001956,42.37359346428571,4012.0
588,-71.10306449998694,42.36473339285714,2294.0
155,-71.1177390000163,42.37211678571428,1515.0
213,-71.1046949999902,42.36621007142857,1264.0
317,-71.08186799994455,42.36325671428571,984.0
