tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,start_building,start_lon,start_lat,target_building,target_lon,target_lat,start_time,target_time,withinC,withinCend
384,20:52.0,27:16.1,189,Kendall T,42.36242784,-71.08495474,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,5887,Subscriber,1993,1,48370,-71.0848419,42.3641353,47878,-71.09204346,42.36629251,33652,34036,TRUE,TRUE
191,21:08.0,24:19.7,141,Kendall Street,42.36356016,-71.08216792,107,Ames St at Main St,42.3625,-71.08822,5999,Subscriber,1987,2,246777,-71.08087254,42.36228773,69953,-71.08937202,42.36342991,33667,33859,TRUE,TRUE
573,21:08.1,30:41.9,189,Kendall T,42.36242784,-71.08495474,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,3221,Subscriber,1994,1,203465,-71.08346182,42.36275442,20669,-71.07459596,42.36931045,33668,34241,TRUE,TRUE
2668,21:30.1,05:58.2,189,Kendall T,42.36242784,-71.08495474,141,Kendall Street,42.36356016,-71.08216792,4190,Subscriber,1988,2,203984,-71.08692828,42.36167285,4333,-71.08214497,42.36115686,33690,36358,TRUE,TRUE
534,21:50.5,30:45.2,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,107,Ames St at Main St,42.3625,-71.08822,4500,Subscriber,1996,2,85688,-71.10719208,42.35840492,4320,-71.09164183,42.3623479,33710,34245,TRUE,TRUE
366,22:04.4,28:11.2,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,6043,Subscriber,1973,1,159112,-71.10672265,42.35520356,259920,-71.08765373,42.36325299,33724,34091,TRUE,TRUE
685,22:19.1,33:44.5,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,107,Ames St at Main St,42.3625,-71.08822,2657,Subscriber,1997,1,4911,-71.10580107,42.36839482,259918,-71.08874678,42.36303852,33739,34424,TRUE,TRUE
153,22:19.4,24:53.1,318,Ames St at Broadway,42.3636929,-71.0875672,141,Kendall Street,42.36356016,-71.08216792,3990,Subscriber,1962,1,69953,-71.08937202,42.36342991,224974,-71.08321662,42.36143689,33739,33893,TRUE,TRUE
344,22:54.9,28:38.9,398,75 Binney St,42.36550729,-71.0801376,107,Ames St at Main St,42.3625,-71.08822,4391,Subscriber,1995,1,154705,-71.0801518,42.3649565,259919,-71.08550816,42.36192178,33774,34118,TRUE,TRUE
523,23:31.5,32:14.5,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,107,Ames St at Main St,42.3625,-71.08822,5625,Subscriber,1995,1,6686,-71.11160585,42.3732493,259928,-71.08703295,42.36499122,33811,34334,TRUE,TRUE
371,23:49.2,30:00.7,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,841,Subscriber,1990,1,160223,-71.1044413,42.35858653,259919,-71.08550816,42.36192178,33829,34200,TRUE,TRUE
460,24:20.1,32:00.4,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,189,Kendall T,42.36242784,-71.08495474,5442,Subscriber,1991,1,161155,-71.1060889,42.3576161,69948,-71.08561003,42.36408341,33860,34320,TRUE,TRUE
2090,26:03.1,00:54.0,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,380,Mass Ave at Albany St,42.36135838,-71.09670274,4021,Subscriber,1992,1,119326,-71.10244041,42.35770087,99529,-71.09519381,42.360955,33963,36053,TRUE,TRUE
374,26:04.3,32:18.3,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,55,Subscriber,1990,1,20638,-71.0832507,42.37028275,203988,-71.08749692,42.36175463,33964,34338,TRUE,TRUE
281,26:11.0,30:52.4,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,9,Subscriber,1988,1,127835,-71.08382956,42.37171483,100970,-71.08546297,42.36210025,33971,34252,TRUE,TRUE
1780,26:53.5,56:34.3,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,142,Alewife Station at Russell Field,42.396105,-71.139459,3030,Subscriber,1968,1,180715,-71.07853442,42.37031485,86784,-71.13987544,42.39851553,34013,35794,TRUE,TRUE
380,26:57.1,33:17.5,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,398,75 Binney St,42.36550729,-71.0801376,3052,Subscriber,1987,2,20566,-71.078865,42.3719274,203471,-71.08042853,42.36366982,34017,34397,TRUE,TRUE
68,27:07.7,28:16.5,189,Kendall T,42.36242784,-71.08495474,107,Ames St at Main St,42.3625,-71.08822,2211,Subscriber,1994,1,4333,-71.08214497,42.36115686,259923,-71.0866881,42.36212664,34027,34096,TRUE,TRUE
399,27:24.1,34:03.5,189,Kendall T,42.36242784,-71.08495474,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,2538,Subscriber,1959,2,100937,-71.08234246,42.36236216,135830,-71.10250704,42.36358224,34044,34443,TRUE,TRUE
363,28:03.9,34:07.0,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,2458,Subscriber,1981,1,55721,-71.10285166,42.35797057,48471,-71.0853515,42.36362475,34083,34447,TRUE,TRUE
643,28:20.5,39:04.1,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,5285,Subscriber,1996,1,144377,-71.069939,42.3705113,4347,-71.09057153,42.36162,34100,34744,TRUE,TRUE
868,28:33.1,43:01.5,107,Ames St at Main St,42.3625,-71.08822,139,Dana Park,42.36178044,-71.10809952,3057,Subscriber,1962,2,202091,-71.08926099,42.36230362,176238,-71.10864643,42.3634475,34113,34981,TRUE,TRUE
322,29:28.9,34:51.0,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,3741,Subscriber,1995,1,161402,-71.10380297,42.35989893,69953,-71.08937202,42.36342991,34168,34491,TRUE,TRUE
395,29:32.4,36:07.7,185,Third at Binney,42.36544486,-71.08277142,177,University Park,42.36264779,-71.10006094,6009,Subscriber,1989,1,190553,-71.08453072,42.3677154,167619,-71.10260959,42.3643265,34172,34567,TRUE,TRUE
832,29:40.2,43:32.4,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1128,Subscriber,1987,1,100302,-71.0912052,42.3732474,15890,-71.12120464,42.37492087,34180,35012,TRUE,TRUE
295,29:42.1,34:37.6,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2932,Subscriber,1997,1,202848,-71.10451272,42.36031668,184168,-71.1046921,42.36296255,34182,34477,TRUE,TRUE
390,29:51.0,36:21.8,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,107,Ames St at Main St,42.3625,-71.08822,3010,Subscriber,1986,1,138485,-71.0976535,42.36874575,4347,-71.09057153,42.36162,34191,34581,TRUE,TRUE
761,29:59.0,42:40.4,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,176,Lesley University,42.38674802,-71.11901879,5645,Subscriber,1967,2,134667,-71.10062365,42.37228245,32091,-71.12121065,42.38688067,34198,34960,TRUE,TRUE
408,30:14.4,37:03.2,144,Rogers St & Land Blvd,42.36575798,-71.07699394,189,Kendall T,42.36242784,-71.08495474,3971,Subscriber,1973,2,69909,-71.0745184,42.36721966,203987,-71.08763166,42.36084452,34214,34623,TRUE,TRUE
169,30:36.7,33:25.9,189,Kendall T,42.36242784,-71.08495474,398,75 Binney St,42.36550729,-71.0801376,3782,Subscriber,1995,1,203475,-71.08513341,42.36435134,20738,-71.07942175,42.36804826,34236,34405,TRUE,TRUE
471,30:52.9,38:44.3,398,75 Binney St,42.36550729,-71.0801376,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,5476,Subscriber,1991,1,69910,-71.07999883,42.36734329,134667,-71.10062365,42.37228245,34252,34724,TRUE,TRUE
230,30:53.5,34:44.2,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,4995,Subscriber,2001,1,202854,-71.09652345,42.35858321,245878,-71.08788993,42.36149681,34253,34484,TRUE,TRUE
458,31:12.1,38:50.3,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,2798,Subscriber,1987,1,6734,-71.12062495,42.37161671,137537,-71.10506714,42.37321508,34272,34730,TRUE,TRUE
392,31:27.4,37:59.9,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,3307,Subscriber,1995,2,246345,-71.1009214,42.35983892,245878,-71.08788993,42.36149681,34287,34679,TRUE,TRUE
631,31:28.1,41:59.8,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,2340,Subscriber,1993,1,35730,-71.10008753,42.36199203,203988,-71.08749692,42.36175463,34288,34919,TRUE,TRUE
368,31:46.5,37:55.0,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,277,Subscriber,1992,1,11358,-71.08260362,42.36911644,246684,-71.09098619,42.36326769,34306,34675,TRUE,TRUE
481,32:22.6,40:23.7,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,144,Rogers St & Land Blvd,42.36575798,-71.07699394,2416,Subscriber,1995,1,128538,-71.09577838,42.36862594,11388,-71.0777154,42.3681639,34342,34823,TRUE,TRUE
457,32:32.6,40:09.6,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,5242,Subscriber,1989,1,20495,-71.09649088,42.37382698,245878,-71.08788993,42.36149681,34352,34809,TRUE,TRUE
350,32:50.5,38:40.9,189,Kendall T,42.36242784,-71.08495474,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,5783,Subscriber,1994,1,203985,-71.08662682,42.36103454,259946,-71.10257043,42.3653857,34370,34720,TRUE,TRUE
306,33:14.2,38:20.5,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,4268,Customer,1969,0,6733,-71.1099051,42.37184648,136532,-71.10521898,42.36839887,34394,34700,TRUE,TRUE
480,33:45.1,41:45.8,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,3754,Subscriber,1996,2,180986,-71.11321066,42.3651078,225154,-71.11209815,42.37639705,34425,34905,TRUE,TRUE
235,33:53.9,37:49.0,414,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,3913,Subscriber,1987,1,35666,-71.14988242,42.39934055,88207,-71.14466226,42.39569041,34433,34669,TRUE,TRUE
277,33:55.9,38:32.9,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,2901,Subscriber,1992,1,33716,-71.10362639,42.3612509,259919,-71.08550816,42.36192178,34435,34712,TRUE,TRUE
220,34:10.9,37:51.1,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,107,Ames St at Main St,42.3625,-71.08822,6011,Subscriber,2000,1,45423,-71.09351742,42.35825592,202849,-71.08585858,42.3621407,34450,34671,TRUE,TRUE
313,34:46.2,39:59.3,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,189,Kendall T,42.36242784,-71.08495474,2171,Customer,1990,1,35738,-71.10152115,42.35709535,259921,-71.08463183,42.36170904,34486,34799,TRUE,TRUE
832,34:57.8,48:50.3,115,Porter Square Station,42.387995,-71.119084,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,62,Subscriber,1975,1,225443,-71.12194986,42.38718652,37307,-71.10697566,42.36533759,34497,35330,TRUE,TRUE
609,35:52.4,46:02.0,117,Binney St / Sixth St,42.36608797,-71.08633604,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,5477,Subscriber,1989,1,30338,-71.08490591,42.36558503,87941,-71.11451597,42.3726249,34552,35162,TRUE,TRUE
3717,36:15.4,38:13.0,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,5453,Customer,1975,1,62849,-71.1198769,42.37032985,7654,-71.11191668,42.3728386,34575,38293,TRUE,TRUE
347,36:42.6,42:29.7,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,3909,Subscriber,1980,1,181658,-71.10573446,42.365451,60095,-71.10667556,42.35747215,34602,34949,TRUE,TRUE
528,37:01.1,45:49.2,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,189,Kendall T,42.36242784,-71.08495474,3519,Subscriber,1991,1,89956,-71.09971141,42.35963531,100970,-71.08546297,42.36210025,34621,35149,TRUE,TRUE
445,37:08.5,44:34.4,189,Kendall T,42.36242784,-71.08495474,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,3087,Subscriber,1995,1,257061,-71.08295715,42.3640637,202847,-71.09862787,42.36017756,34628,35074,TRUE,TRUE
318,37:09.6,42:28.2,177,University Park,42.36264779,-71.10006094,107,Ames St at Main St,42.3625,-71.08822,6009,Subscriber,1991,1,225302,-71.09797747,42.36176653,153300,-71.08472255,42.36206325,34629,34948,TRUE,TRUE
96,38:00.4,39:36.5,380,Mass Ave at Albany St,42.36135838,-71.09670274,177,University Park,42.36264779,-71.10006094,2479,Subscriber,1970,0,26163,-71.09394509,42.36121602,202088,-71.10072804,42.36227276,34680,34776,TRUE,TRUE
565,38:01.8,47:27.0,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,4523,Subscriber,1991,1,208,-71.07629724,42.36802593,259920,-71.08765373,42.36325299,34681,35247,TRUE,TRUE
1308,38:55.0,00:43.9,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,380,Mass Ave at Albany St,42.36135838,-71.09670274,5898,Subscriber,1989,1,160005,-71.10704648,42.35851212,202842,-71.09736242,42.35988467,34734,36043,TRUE,TRUE
7973,39:01.0,51:54.2,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,139,Dana Park,42.36178044,-71.10809952,6010,Subscriber,1971,2,119694,-71.10643696,42.35745801,60920,-71.1052526,42.36316133,34741,42714,TRUE,TRUE
1210,39:02.7,59:13.3,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,179,MIT Vassar St,42.35560121,-71.10394478,4978,Subscriber,1954,1,116293,-71.11230694,42.37776789,159112,-71.10672265,42.35520356,34742,35953,TRUE,TRUE
328,40:46.4,46:14.7,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,185,Third at Binney,42.36544486,-71.08277142,4092,Subscriber,1990,2,257902,-71.07939989,42.37118823,203468,-71.08062887,42.3644804,34846,35174,TRUE,TRUE
355,41:24.3,47:19.8,189,Kendall T,42.36242784,-71.08495474,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,5442,Subscriber,1994,1,203547,-71.08260139,42.36135795,182727,-71.07971113,42.36805512,34884,35239,TRUE,TRUE
196,41:36.3,44:52.6,185,Third at Binney,42.36544486,-71.08277142,107,Ames St at Main St,42.3625,-71.08822,5710,Subscriber,1997,1,246707,-71.08151109,42.3633744,259918,-71.08874678,42.36303852,34896,35092,TRUE,TRUE
207,41:53.0,45:20.2,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,380,Mass Ave at Albany St,42.36135838,-71.09670274,4271,Subscriber,1994,1,35517,-71.10877493,42.36585083,259940,-71.09356911,42.36161301,34913,35120,TRUE,TRUE
469,43:04.8,50:54.7,177,University Park,42.36264779,-71.10006094,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,2479,Subscriber,1990,2,165701,-71.10197614,42.36176252,118273,-71.11528346,42.37028438,34984,35454,TRUE,TRUE
102,43:08.6,44:51.0,380,Mass Ave at Albany St,42.36135838,-71.09670274,177,University Park,42.36264779,-71.10006094,4107,Subscriber,1970,0,152159,-71.09874192,42.36169273,225302,-71.09797747,42.36176653,34988,35090,TRUE,TRUE
213,43:08.9,46:42.1,380,Mass Ave at Albany St,42.36135838,-71.09670274,107,Ames St at Main St,42.3625,-71.08822,5458,Subscriber,1994,1,137248,-71.10002977,42.36174961,69970,-71.0886759,42.36022586,34988,35202,TRUE,TRUE
384,43:17.0,49:41.6,177,University Park,42.36264779,-71.10006094,189,Kendall T,42.36242784,-71.08495474,2880,Subscriber,1991,1,167619,-71.10260959,42.3643265,4329,-71.08571552,42.360176,34996,35381,TRUE,TRUE
472,43:22.0,51:14.7,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,107,Ames St at Main St,42.3625,-71.08822,2924,Subscriber,1996,1,65898,-71.08714586,42.37147982,203986,-71.08733726,42.36046472,35001,35474,TRUE,TRUE
1130,43:56.7,02:47.0,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,4254,Subscriber,1994,1,257080,-71.12034486,42.37290099,92368,-71.07898455,42.37178245,35036,36167,TRUE,TRUE
655,44:02.5,54:58.5,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,107,Ames St at Main St,42.3625,-71.08822,6117,Subscriber,1993,2,61979,-71.10081875,42.35828273,153300,-71.08472255,42.36206325,35042,35698,TRUE,TRUE
361,44:02.8,50:03.9,189,Kendall T,42.36242784,-71.08495474,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2515,Subscriber,1995,1,48471,-71.0853515,42.36362475,20631,-71.07633012,42.37017384,35042,35403,TRUE,TRUE
256,44:29.2,48:45.3,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2327,Subscriber,1992,1,65858,-71.09579328,42.37259856,135800,-71.10394196,42.36261784,35069,35325,TRUE,TRUE
503,45:27.9,53:51.8,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4565,Subscriber,1995,1,161402,-71.10380297,42.35989893,201801,-71.09356732,42.3597581,35127,35631,TRUE,TRUE
345,45:40.3,51:25.3,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,3087,Subscriber,1994,1,225114,-71.09839871,42.35822542,4322,-71.08934074,42.36031884,35140,35485,TRUE,TRUE
361,45:57.0,51:59.0,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,5913,Subscriber,1977,1,259988,-71.1008036,42.3544471,259920,-71.08765373,42.36325299,35157,35519,TRUE,TRUE
7220,47:12.1,47:32.2,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,2276,Customer,1969,0,62914,-71.11823898,42.3722398,134076,-71.11522338,42.37386947,35232,42452,TRUE,TRUE
284,47:12.3,51:56.9,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,5783,Subscriber,1992,1,185891,-71.10245229,42.36226188,4342,-71.08862548,42.36164777,35232,35516,TRUE,TRUE
212,47:33.1,51:06.1,117,Binney St / Sixth St,42.36608797,-71.08633604,107,Ames St at Main St,42.3625,-71.08822,4367,Subscriber,1996,1,103015,-71.08414226,42.3681678,202091,-71.08926099,42.36230362,35253,35466,TRUE,TRUE
525,47:37.6,56:23.3,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,107,Ames St at Main St,42.3625,-71.08822,2057,Subscriber,1992,2,102908,-71.08726712,42.37110557,245876,-71.08779438,42.36178042,35257,35783,TRUE,TRUE
1323,47:40.2,09:43.2,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,177,University Park,42.36264779,-71.10006094,2089,Subscriber,1988,1,95818,-71.12661774,42.39265926,174175,-71.10314093,42.36360407,35260,36583,TRUE,TRUE
262,47:48.3,52:10.9,318,Ames St at Broadway,42.3636929,-71.0875672,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,5812,Subscriber,1995,1,202846,-71.08667725,42.36321684,186241,-71.0990572,42.3652711,35268,35530,TRUE,TRUE
275,48:00.9,52:35.9,380,Mass Ave at Albany St,42.36135838,-71.09670274,189,Kendall T,42.36242784,-71.08495474,4160,Subscriber,1993,1,156799,-71.0980741,42.36382638,257060,-71.08308255,42.36418165,35280,35555,TRUE,TRUE
453,48:04.4,55:37.5,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,107,Ames St at Main St,42.3625,-71.08822,2538,Subscriber,1997,2,86417,-71.0999622,42.36550245,144549,-71.09159435,42.36336144,35284,35737,TRUE,TRUE
524,48:13.6,56:57.7,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,107,Ames St at Main St,42.3625,-71.08822,4079,Subscriber,1994,1,97136,-71.10000563,42.37275254,101528,-71.08748081,42.36280808,35293,35817,TRUE,TRUE
505,48:38.9,57:04.0,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,107,Ames St at Main St,42.3625,-71.08822,4883,Subscriber,1979,1,225645,-71.0757946,42.3655063,257243,-71.08934074,42.36031884,35318,35823,TRUE,TRUE
350,49:23.1,55:13.4,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,2475,Subscriber,1962,2,87921,-71.11809624,42.3733812,182515,-71.12261964,42.37974393,35363,35713,TRUE,TRUE
298,49:46.9,54:45.7,177,University Park,42.36264779,-71.10006094,189,Kendall T,42.36242784,-71.08495474,4107,Subscriber,1990,1,4865,-71.09940723,42.36461269,203988,-71.08749692,42.36175463,35386,35685,TRUE,TRUE
180,49:50.8,52:51.5,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3380,Subscriber,1991,1,45165,-71.09630929,42.36765651,62331,-71.10029885,42.3663186,35390,35571,TRUE,TRUE
288,50:12.5,55:00.7,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,141,Kendall Street,42.36356016,-71.08216792,5178,Subscriber,1990,1,20582,-71.07818087,42.37137112,203465,-71.08346182,42.36275442,35412,35700,TRUE,TRUE
669,50:58.0,02:07.2,333,699 Mt Auburn St,42.37500235,-71.14871614,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,4807,Subscriber,1987,1,116751,-71.14579775,42.37588728,246650,-71.11813614,42.37942746,35458,36127,TRUE,TRUE
326,51:25.0,56:51.1,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,5728,Subscriber,2001,1,257878,-71.1040155,42.35828134,259928,-71.08703295,42.36499122,35484,35811,TRUE,TRUE
280,51:48.6,56:28.8,177,University Park,42.36264779,-71.10006094,189,Kendall T,42.36242784,-71.08495474,3326,Subscriber,1994,1,4866,-71.09949124,42.36357533,187323,-71.0852497,42.36268232,35508,35788,TRUE,TRUE
225,52:04.7,55:50.6,139,Dana Park,42.36178044,-71.10809952,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,3057,Subscriber,1996,1,63099,-71.10629029,42.36157782,224936,-71.09891101,42.35763069,35524,35750,TRUE,TRUE
134,53:21.3,55:36.2,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,5358,Subscriber,1993,1,96619,-71.11543552,42.37064101,4888,-71.11680027,42.36938672,35601,35736,TRUE,TRUE
1199,53:25.8,13:25.5,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5493,Customer,1988,2,4324,-71.09505494,42.35814262,257087,-71.12012966,42.37362122,35605,36805,TRUE,TRUE
173,53:32.3,56:25.3,319,84 Cambridgepark Dr,42.3936,-71.143941,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,6140,Subscriber,1963,1,257868,-71.14623895,42.3938664,88207,-71.14466226,42.39569041,35612,35785,TRUE,TRUE
186,54:26.7,57:33.5,142,Alewife Station at Russell Field,42.396105,-71.139459,414,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,2807,Subscriber,1985,1,258463,-71.14035308,42.39625878,202725,-71.14952027,42.39893437,35666,35853,TRUE,TRUE
125,54:54.7,57:00.6,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,380,Mass Ave at Albany St,42.36135838,-71.09670274,5678,Subscriber,1968,1,201821,-71.09058485,42.36044638,257042,-71.09446882,42.3618513,35694,35820,TRUE,TRUE
342,55:25.2,01:07.8,189,Kendall T,42.36242784,-71.08495474,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,4160,Subscriber,1981,1,53996,-71.083923,42.36436944,20,-71.07787524,42.36968313,35725,36067,TRUE,TRUE
279,55:51.7,00:30.7,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5369,Subscriber,1988,1,174840,-71.10634223,42.35818121,167469,-71.10392082,42.36277355,35751,36030,TRUE,TRUE
211,55:52.8,59:24.4,380,Mass Ave at Albany St,42.36135838,-71.09670274,107,Ames St at Main St,42.3625,-71.08822,5076,Subscriber,1996,2,188371,-71.09724332,42.36090614,69952,-71.08810427,42.36388695,35752,35964,TRUE,TRUE
1255,56:13.7,17:08.9,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,107,Ames St at Main St,42.3625,-71.08822,3886,Subscriber,1995,1,257903,-71.11900339,42.3731842,187323,-71.0852497,42.36268232,35773,37028,TRUE,TRUE
484,56:15.9,04:20.2,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,107,Ames St at Main St,42.3625,-71.08822,3380,Subscriber,1990,1,4872,-71.10085917,42.36644652,187323,-71.0852497,42.36268232,35775,36260,TRUE,TRUE
691,56:27.2,07:58.9,185,Third at Binney,42.36544486,-71.08277142,381,Inman Square at Springfield St.,42.37438409,-71.10015746,3931,Subscriber,1989,1,93498,-71.08466427,42.36704175,6683,-71.10263752,42.37352631,35787,36478,TRUE,TRUE
1797,56:27.8,26:25.2,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,318,Ames St at Broadway,42.3636929,-71.0875672,5699,Subscriber,1984,2,16672,-71.14397747,42.39384394,259928,-71.08703295,42.36499122,35787,37585,TRUE,TRUE
340,57:09.4,02:49.7,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,3057,Subscriber,1996,1,55787,-71.1041836,42.35858131,245877,-71.08795597,42.36214776,35829,36169,TRUE,TRUE
