activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_t,Unnamed: 7,duration_minutes,distance_miles,start_hour,same_place,day,Unnamed: 13,Unnamed: 14,formatted_date_column
2.14e+18,42.364512,-71.082035,42.368193,-71.07773,EAT,2022-10-12 14:48:00,,2,0.148214265,14,No,1,,,2022-10-12 14:48:00.000000
1.55e+19,42.373559,-71.119619,42.37288336,-71.11184489,EAT,2022-10-12 14:48:00,,12,0.648139449,14,No,1,,,2022-10-12 14:48:00.000000
3e+18,42.359066,-71.09474399999999,42.35864719,-71.09995795,EAT,2022-10-12 14:48:00,,1,0.455053511,14,No,1,,,2022-10-12 14:48:00.000000
7.77e+18,42.371938,-71.075402,42.371713,-71.07410300000001,EAT,2022-10-12 14:48:00,,1,0.075886213,14,No,1,,,2022-10-12 14:48:00.000000
1.37e+19,42.3734,-71.099827,42.37343105,-71.09232486,EAT,2022-10-12 14:49:00,,3,0.728439471,14,No,1,,,2022-10-12 14:49:00.000000
1.19e+19,42.365028,-71.102423,42.367825,-71.07629399999999,EAT,2022-10-12 14:49:00,,6,1.8283670269999999,14,No,1,,,2022-10-12 14:49:00.000000
1.47e+19,42.365028,-71.102423,42.3607771,-71.11177851,EAT,2022-10-12 14:49:00,,13,0.688546439,14,No,1,,,2022-10-12 14:49:00.000000
7.83e+18,42.365028,-71.102423,42.36422556,-71.097696,EAT,2022-10-12 14:49:00,,9,0.514342371,14,No,1,,,2022-10-12 14:49:00.000000
4.22e+18,42.365028,-71.102423,42.362516,-71.0998,EAT,2022-10-12 14:49:00,,10,0.524352578,14,No,1,,,2022-10-12 14:49:00.000000
4.65e+18,42.365915,-71.105008,42.362516,-71.0998,EAT,2022-10-12 14:49:00,,15,0.805779507,14,No,1,,,2022-10-12 14:49:00.000000
5.78e+18,42.367713,-71.071562,42.3694,-71.11320400000001,EAT,2022-10-12 14:50:00,,9,2.287129991,14,No,1,,,2022-10-12 14:50:00.000000
1.77e+19,42.364305,-71.08403299999999,42.366543,-71.079098,EAT,2022-10-12 14:50:00,,1,0.067598804,14,No,1,,,2022-10-12 14:50:00.000000
1.49e+19,42.383291,-71.11983599999999,42.37778105,-71.10786287,EAT,2022-10-12 14:50:00,,4,1.352588981,14,No,1,,,2022-10-12 14:50:00.000000
1.02e+19,42.38192,-71.119949,42.37715,-71.113529,EAT,2022-10-12 14:50:00,,2,0.813512056,14,No,1,,,2022-10-12 14:50:00.000000
7.41e+18,42.363323,-71.08247,42.365833,-71.081106,EAT,2022-10-12 14:50:00,,1,0.095871166,14,No,1,,,2022-10-12 14:50:00.000000
1.55e+19,42.368689,-71.10992399999999,42.36602282,-71.08192419,EAT,2022-10-12 14:50:00,,11,2.124541194,14,No,1,,,2022-10-12 14:50:00.000000
1.04e+19,42.367946999999994,-71.09784300000001,42.36639487,-71.09790659,EAT,2022-10-12 14:50:00,,2,0.13005620699999998,14,No,1,,,2022-10-12 14:50:00.000000
1.72e+19,42.374947999999996,-71.10911899999999,42.35610839,-71.106939,EAT,2022-10-12 14:50:00,,7,1.8777102909999999,14,No,1,,,2022-10-12 14:50:00.000000
8.16e+18,42.374947999999996,-71.10911899999999,42.35845599,-71.11015869,EAT,2022-10-12 14:50:00,,6,1.566581526,14,No,1,,,2022-10-12 14:50:00.000000
1.29e+19,42.373076,-71.11872199999999,42.37244485,-71.12055953,EAT,2022-10-12 14:50:00,,1,0.054158818,14,No,1,,,2022-10-12 14:50:00.000000
1.51e+19,42.372696999999995,-71.118877,42.3678764,-71.09989611,EAT,2022-10-12 14:51:00,,5,1.526457002,14,No,1,,,2022-10-12 14:51:00.000000
8.24e+18,42.373371,-71.118965,42.354988,-71.103274,EAT,2022-10-12 14:51:00,,9,2.54700521,14,No,1,,,2022-10-12 14:51:00.000000
1.38e+19,42.369071999999996,-71.100965,42.37164291,-71.10567436,EAT,2022-10-12 14:51:00,,1,0.315693287,14,No,1,,,2022-10-12 14:51:00.000000
1.47e+19,42.373559,-71.119619,42.37038053,-71.11092709,EAT,2022-10-12 14:51:00,,10,0.568329576,14,No,1,,,2022-10-12 14:51:00.000000
1.65e+19,42.373076,-71.11872199999999,42.370441,-71.113709,EAT,2022-10-12 14:51:00,,1,0.069405624,14,No,1,,,2022-10-12 14:51:00.000000
1.66e+19,42.361317,-71.085981,42.36017647,-71.08576965,EAT,2022-10-12 14:52:00,,1,0.10144890699999999,14,No,1,,,2022-10-12 14:52:00.000000
1.82e+19,42.35987,-71.10995799999999,42.363579,-71.099631,EAT,2022-10-12 14:52:00,,2,0.836723468,14,No,1,,,2022-10-12 14:52:00.000000
1.57e+19,42.35987,-71.10995799999999,42.374572,-71.10994699999999,EAT,2022-10-12 14:52:00,,4,1.529736016,14,No,1,,,2022-10-12 14:52:00.000000
2.05e+18,42.35987,-71.10995799999999,42.3632811,-71.10783667,EAT,2022-10-12 14:52:00,,1,0.680190478,14,No,1,,,2022-10-12 14:52:00.000000
1.12e+19,42.364093,-71.10769300000001,42.36367607,-71.10734297,EAT,2022-10-12 14:52:00,,1,0.09552338199999999,14,No,1,,,2022-10-12 14:52:00.000000
2.33e+18,42.391257,-71.12347700000001,42.374029,-71.114152,EAT,2022-10-12 14:52:00,,4,1.518897093,14,No,1,,,2022-10-12 14:52:00.000000
1.24e+19,42.361317,-71.085981,42.360623,-71.08743,EAT,2022-10-12 14:52:00,,2,0.115857751,14,No,1,,,2022-10-12 14:52:00.000000
3.03e+18,42.361649,-71.09047,42.37210089,-71.08044549,EAT,2022-10-12 14:52:00,,20,1.080051774,14,No,1,,,2022-10-12 14:52:00.000000
6.69e+18,42.373076,-71.11872199999999,42.368351000000004,-71.075953,EAT,2022-10-12 14:52:00,,10,2.946551378,14,No,1,,,2022-10-12 14:52:00.000000
1.38e+19,42.3734,-71.099827,42.38063649,-71.13776366,EAT,2022-10-12 14:52:00,,13,2.289150474,14,No,1,,,2022-10-12 14:52:00.000000
1.29e+19,42.362207,-71.087304,42.38271317,-71.11488169,EAT,2022-10-12 14:52:00,,12,2.875735473,14,No,1,,,2022-10-12 14:52:00.000000
4.78e+18,42.374947999999996,-71.10911899999999,42.35830133,-71.11371286,EAT,2022-10-12 14:53:00,,8,1.54338503,14,No,1,,,2022-10-12 14:53:00.000000
7.69e+18,42.372440999999995,-71.118977,42.373228999999995,-71.118888,EAT,2022-10-12 14:53:00,,2,0.110479179,14,No,1,,,2022-10-12 14:53:00.000000
7.43e+18,42.373387,-71.094985,42.373269,-71.098851,EAT,2022-10-12 14:53:00,,1,0.23335289,14,No,1,,,2022-10-12 14:53:00.000000
1.19e+19,42.389362,-71.119548,42.36939707,-71.09422632,EAT,2022-10-12 14:53:00,,10,2.736052672,14,No,1,,,2022-10-12 14:53:00.000000
1.22e+19,42.373076,-71.11872199999999,42.372917,-71.119156,EAT,2022-10-12 14:53:00,,1,0.084077901,14,No,1,,,2022-10-12 14:53:00.000000
2.35e+18,42.365915,-71.105008,42.37215953,-71.12020598,EAT,2022-10-12 14:54:00,,3,0.9409741229999999,14,No,1,,,2022-10-12 14:54:00.000000
4.91e+18,42.367946999999994,-71.09784300000001,42.36824877,-71.09900721,EAT,2022-10-12 14:54:00,,1,0.087300524,14,No,1,,,2022-10-12 14:54:00.000000
3.44e+18,42.369345,-71.110752,42.38228972,-71.12783241,EAT,2022-10-12 14:54:00,,29,1.5484304309999999,14,No,1,,,2022-10-12 14:54:00.000000
8.11e+18,42.382482,-71.131438,42.370267,-71.100053,EAT,2022-10-12 14:54:00,,12,3.129070156,14,No,1,,,2022-10-12 14:54:00.000000
1.24e+19,42.361999,-71.09848000000001,42.362064000000004,-71.098675,EAT,2022-10-12 14:54:00,,2,0.118223696,14,No,1,,,2022-10-12 14:54:00.000000
9.15e+18,42.371807000000004,-71.12020600000001,42.37949222,-71.11007385,EAT,2022-10-12 14:55:00,,4,1.30380928,14,No,1,,,2022-10-12 14:55:00.000000
1.19e+19,42.370282,-71.11851899999999,42.37823089,-71.10764716,EAT,2022-10-12 14:55:00,,20,1.0719624429999999,14,No,1,,,2022-10-12 14:55:00.000000
1.27e+19,42.366646,-71.086437,42.367721,-71.085187,EAT,2022-10-12 14:55:00,,3,0.159550897,14,No,1,,,2022-10-12 14:55:00.000000
7.65e+18,42.373559,-71.119619,42.369707,-71.10141899999999,EAT,2022-10-12 14:55:00,,4,1.110219152,14,No,1,,,2022-10-12 14:55:00.000000
1.73e+19,42.371476,-71.081655,42.37359038,-71.0905695,EAT,2022-10-12 14:55:00,,12,0.65745008,14,No,1,,,2022-10-12 14:55:00.000000
1.51e+19,42.359066,-71.09474399999999,42.362516,-71.0998,EAT,2022-10-12 14:55:00,,11,0.590665198,14,No,1,,,2022-10-12 14:55:00.000000
8.69e+18,42.365551,-71.09015699999999,42.367081,-71.080211,EAT,2022-10-12 14:55:00,,23,1.192476303,14,No,1,,,2022-10-12 14:55:00.000000
4.06e+17,42.397326,-71.130785,42.39062843,-71.12011761,EAT,2022-10-12 14:55:00,,2,0.7843466040000001,14,No,1,,,2022-10-12 14:55:00.000000
1.04e+19,42.369071999999996,-71.100965,42.37249727,-71.11091299,EAT,2022-10-12 14:55:00,,2,0.627933226,14,No,1,,,2022-10-12 14:55:00.000000
1.09e+19,42.369071999999996,-71.100965,42.37303244,-71.11235633,EAT,2022-10-12 14:55:00,,5,1.3110923490000002,14,No,1,,,2022-10-12 14:55:00.000000
6.64e+17,42.369071999999996,-71.100965,42.363191,-71.104569,EAT,2022-10-12 14:55:00,,1,0.530343091,14,No,1,,,2022-10-12 14:55:00.000000
1.55e+18,42.367713,-71.071562,42.363867,-71.101639,EAT,2022-10-12 14:55:00,,5,1.875420915,14,No,1,,,2022-10-12 14:55:00.000000
1.8e+19,42.359757,-71.101863,42.366419,-71.077299,EAT,2022-10-12 14:55:00,,6,2.825527161,14,No,1,,,2022-10-12 14:55:00.000000
1.08e+19,42.364305,-71.08403299999999,42.362934,-71.082109,EAT,2022-10-12 14:56:00,,3,0.172810768,14,No,1,,,2022-10-12 14:56:00.000000
4.98e+18,42.371476,-71.081655,42.37144047,-71.0864083,EAT,2022-10-12 14:56:00,,1,0.335677149,14,No,1,,,2022-10-12 14:56:00.000000
2.25e+18,42.372071999999996,-71.08889599999999,42.37280891,-71.08302454,EAT,2022-10-12 14:56:00,,6,0.36009768299999995,14,No,1,,,2022-10-12 14:56:00.000000
1.22e+19,42.362207,-71.087304,42.360623,-71.08743,EAT,2022-10-12 14:56:00,,2,0.624938046,14,No,1,,,2022-10-12 14:56:00.000000
5.16e+18,42.38192,-71.119949,42.38096888,-71.12036587,EAT,2022-10-12 14:56:00,,2,0.12434709699999999,14,No,1,,,2022-10-12 14:56:00.000000
1.24e+19,42.363608,-71.099492,42.37007447,-71.09739341,EAT,2022-10-12 14:57:00,,2,0.850644737,14,No,1,,,2022-10-12 14:57:00.000000
1.78e+17,42.363608,-71.099492,42.360038,-71.114841,EAT,2022-10-12 14:57:00,,4,1.351560554,14,No,1,,,2022-10-12 14:57:00.000000
1.76e+19,42.371476,-71.081655,42.358554999999996,-71.104159,EAT,2022-10-12 14:57:00,,7,2.0461588180000003,14,No,1,,,2022-10-12 14:57:00.000000
1.56e+19,42.371476,-71.081655,42.372955,-71.079939,EAT,2022-10-12 14:57:00,,1,0.099470265,14,No,1,,,2022-10-12 14:57:00.000000
6.16e+18,42.397326,-71.130785,42.390619,-71.12213299999999,EAT,2022-10-12 14:58:00,,6,0.569139197,14,No,1,,,2022-10-12 14:58:00.000000
8.07e+16,42.361999,-71.09848000000001,42.363579,-71.099631,EAT,2022-10-12 14:58:00,,3,0.156122269,14,No,1,,,2022-10-12 14:58:00.000000
1.04e+19,42.361098,-71.095823,42.36669864,-71.07616575,EAT,2022-10-12 14:58:00,,5,1.6255288490000002,14,No,1,,,2022-10-12 14:58:00.000000
1.11e+19,42.359757,-71.101863,42.358014000000004,-71.103763,EAT,2022-10-12 14:58:00,,7,0.36695416,14,No,1,,,2022-10-12 14:58:00.000000
1.65e+19,42.364512,-71.082035,42.369351,-71.0804564,EAT,2022-10-12 14:58:00,,1,0.054448004,14,No,1,,,2022-10-12 14:58:00.000000
9.98e+18,42.381406,-71.138497,42.35638495,-71.10939968,EAT,2022-10-12 14:59:00,,10,3.045276471,14,No,1,,,2022-10-12 14:59:00.000000
1.31e+19,42.361649,-71.09047,42.359190999999996,-71.093366,EAT,2022-10-12 14:59:00,,2,0.140425808,14,No,1,,,2022-10-12 14:59:00.000000
7.01e+18,42.364512,-71.082035,42.36017647,-71.08576965,EAT,2022-10-12 14:59:00,,3,0.827614862,14,No,1,,,2022-10-12 14:59:00.000000
1.08e+18,42.365244,-71.08233299999999,42.367081,-71.080211,EAT,2022-10-12 14:59:00,,1,0.09074570900000001,14,No,1,,,2022-10-12 14:59:00.000000
9.8e+18,42.37253,-71.11839499999999,42.37157307,-71.11518507,EAT,2022-10-12 15:00:00,,2,0.131984312,15,No,1,,,2022-10-12 15:00:00.000000
1.65e+19,42.394752000000004,-71.12689499999999,42.3925549,-71.12515340000002,EAT,2022-10-12 15:00:00,,1,0.05191830099999999,15,No,1,,,2022-10-12 15:00:00.000000
1.61e+19,42.366295,-71.07820600000001,42.36416563,-71.10071915,EAT,2022-10-12 15:00:00,,3,1.14917155,15,No,1,,,2022-10-12 15:00:00.000000
1.03e+19,42.361317,-71.085981,42.37040521,-71.10058758,EAT,2022-10-12 15:00:00,,5,1.249638937,15,No,1,,,2022-10-12 15:00:00.000000
6.97e+18,42.370282,-71.11851899999999,42.38359981,-71.12491245,EAT,2022-10-12 15:00:00,,7,2.24121134,15,No,1,,,2022-10-12 15:00:00.000000
6.96e+18,42.3734,-71.099827,42.36940699,-71.09246945,EAT,2022-10-12 15:00:00,,3,0.746183273,15,No,1,,,2022-10-12 15:00:00.000000
1.24e+19,42.373276000000004,-71.119212,42.373206,-71.118645,EAT,2022-10-12 15:00:00,,1,0.10145513099999999,15,No,1,,,2022-10-12 15:00:00.000000
1.19e+19,42.383958,-71.119827,42.383167,-71.119842,EAT,2022-10-12 15:00:00,,1,0.080267221,15,No,1,,,2022-10-12 15:00:00.000000
1.41e+19,42.382457,-71.119966,42.35731286,-71.09384526,EAT,2022-10-12 15:00:00,,10,2.7619216389999997,15,No,1,,,2022-10-12 15:00:00.000000
1.56e+19,42.373492999999996,-71.120642,42.37042666,-71.11015931,EAT,2022-10-12 15:01:00,,2,0.731027688,15,No,1,,,2022-10-12 15:01:00.000000
4.14e+18,42.373492999999996,-71.120642,42.38225684,-71.12309321,EAT,2022-10-12 15:01:00,,2,0.8152061429999999,15,No,1,,,2022-10-12 15:01:00.000000
5.6e+18,42.397326,-71.130785,42.389998,-71.11829200000001,EAT,2022-10-12 15:01:00,,3,1.133267443,15,No,1,,,2022-10-12 15:01:00.000000
7.1e+18,42.359757,-71.101863,42.36387799,-71.10172171,EAT,2022-10-12 15:01:00,,2,0.41734139,15,No,1,,,2022-10-12 15:01:00.000000
5e+17,42.383958,-71.119827,42.382360999999996,-71.13158,EAT,2022-10-12 15:01:00,,14,0.774855471,15,No,1,,,2022-10-12 15:01:00.000000
1.62e+17,42.384488,-71.11983000000001,42.382449,-71.120062,EAT,2022-10-12 15:01:00,,2,0.118387909,15,No,1,,,2022-10-12 15:01:00.000000
6.04e+18,42.373492999999996,-71.120642,42.38538861,-71.12724656,EAT,2022-10-12 15:02:00,,4,1.155916893,15,No,1,,,2022-10-12 15:02:00.000000
2.4e+18,42.371947999999996,-71.085774,42.371124,-71.09707900000001,EAT,2022-10-12 15:02:00,,5,1.302377648,15,No,1,,,2022-10-12 15:02:00.000000
9.19e+18,42.371255,-71.11466300000001,42.382673,-71.123538,EAT,2022-10-12 15:02:00,,18,0.974629002,15,No,1,,,2022-10-12 15:02:00.000000
1.05e+19,42.371827,-71.079453,42.37252156,-71.08972996,EAT,2022-10-12 15:02:00,,2,0.496943975,15,No,1,,,2022-10-12 15:02:00.000000
1.37e+19,42.383958,-71.119827,42.372069,-71.11994,EAT,2022-10-12 15:03:00,,3,1.04952113,15,No,1,,,2022-10-12 15:03:00.000000
2e+18,42.388049,-71.119664,42.390095,-71.121177,EAT,2022-10-12 15:03:00,,7,0.376353603,15,No,1,,,2022-10-12 15:03:00.000000
9.31e+18,42.365675,-71.103734,42.373668,-71.119495,EAT,2022-10-12 15:04:00,,5,1.173620337,15,No,1,,,2022-10-12 15:04:00.000000
1.59e+19,42.373076,-71.11872199999999,42.372411,-71.118434,EAT,2022-10-12 15:04:00,,2,0.10383528199999999,15,No,1,,,2022-10-12 15:04:00.000000
5.81e+18,42.37253,-71.11839499999999,42.38349458,-71.11792750000001,EAT,2022-10-12 15:04:00,,2,0.813766746,15,No,1,,,2022-10-12 15:04:00.000000
1.67e+19,42.364093,-71.10769300000001,42.36355538,-71.10825135,EAT,2022-10-12 15:04:00,,1,0.080933075,15,No,1,,,2022-10-12 15:04:00.000000
3.48e+17,42.370282,-71.11851899999999,42.374853,-71.118227,EAT,2022-10-12 15:04:00,,1,0.32874344699999997,15,No,1,,,2022-10-12 15:04:00.000000
3.15e+18,42.359176,-71.088217,42.360623,-71.08743,EAT,2022-10-12 15:04:00,,3,0.167201175,15,No,1,,,2022-10-12 15:04:00.000000
3.42e+18,42.390043,-71.118227,42.38462205,-71.12354374,EAT,2022-10-12 15:04:00,,2,0.835487124,15,No,1,,,2022-10-12 15:04:00.000000
1.02e+19,42.390043,-71.118227,42.38505879,-71.12356156,EAT,2022-10-12 15:04:00,,2,0.767035771,15,No,1,,,2022-10-12 15:04:00.000000
3.1e+18,42.373076,-71.11872199999999,42.373793,-71.10022,EAT,2022-10-12 15:04:00,,5,1.463639818,15,No,1,,,2022-10-12 15:04:00.000000
7.58e+17,42.384488,-71.11983000000001,42.38696762,-71.12007236,EAT,2022-10-12 15:04:00,,6,0.34904734600000004,15,No,1,,,2022-10-12 15:04:00.000000
1.64e+19,42.365675,-71.103734,42.37127167,-71.10657702,EAT,2022-10-12 15:05:00,,3,0.9902195709999999,15,No,1,,,2022-10-12 15:05:00.000000
1.18e+19,42.374947999999996,-71.10911899999999,42.3704124,-71.10614639,EAT,2022-10-12 15:05:00,,9,0.517269689,15,No,1,,,2022-10-12 15:05:00.000000
1.58e+19,42.374947999999996,-71.10911899999999,42.36825728,-71.09876966,EAT,2022-10-12 15:05:00,,4,0.917105398,15,No,1,,,2022-10-12 15:05:00.000000
1.79e+18,42.372246000000004,-71.07982,42.36822793,-71.08111629,EAT,2022-10-12 15:05:00,,6,0.320507463,15,No,1,,,2022-10-12 15:05:00.000000
1.5e+19,42.359066,-71.09474399999999,42.354988,-71.103274,EAT,2022-10-12 15:05:00,,3,0.20369474699999998,15,No,1,,,2022-10-12 15:05:00.000000
7.38e+18,42.373546000000005,-71.120532,42.39162,-71.122837,EAT,2022-10-12 15:05:00,,4,1.49451775,15,No,1,,,2022-10-12 15:05:00.000000
8.89e+18,42.369859000000005,-71.06882399999999,42.39353215,-71.12758683,EAT,2022-10-12 15:05:00,,16,4.920707702,15,No,1,,,2022-10-12 15:05:00.000000
3.8e+18,42.365551,-71.09015699999999,42.36170621,-71.08399462,EAT,2022-10-12 15:05:00,,5,1.869117497,15,No,1,,,2022-10-12 15:05:00.000000
8.98e+18,42.365675,-71.103734,42.36286148,-71.1034264,EAT,2022-10-12 15:05:00,,4,0.20884598399999998,15,No,1,,,2022-10-12 15:05:00.000000
5.51e+18,42.369371,-71.077051,42.37037494,-71.11171665,EAT,2022-10-12 15:05:00,,10,3.0545050710000003,15,No,1,,,2022-10-12 15:05:00.000000
4.18e+17,42.397326,-71.130785,42.39083554,-71.12425333,EAT,2022-10-12 15:06:00,,2,0.645459693,15,No,1,,,2022-10-12 15:06:00.000000
3.77e+18,42.365675,-71.103734,42.36945223,-71.09368435,EAT,2022-10-12 15:06:00,,4,1.326295048,15,No,1,,,2022-10-12 15:06:00.000000
1.01e+19,42.390043,-71.118227,42.373228999999995,-71.118888,EAT,2022-10-12 15:06:00,,22,1.175065915,15,No,1,,,2022-10-12 15:06:00.000000
1.81e+18,42.369859000000005,-71.06882399999999,42.36979,-71.070656,EAT,2022-10-12 15:06:00,,7,0.399676816,15,No,1,,,2022-10-12 15:06:00.000000
1.82e+19,42.390043,-71.118227,42.36840201,-71.1142022,EAT,2022-10-12 15:06:00,,6,1.9871112990000002,15,No,1,,,2022-10-12 15:06:00.000000
7.66e+18,42.371255,-71.11466300000001,42.38237245,-71.13656516,EAT,2022-10-12 15:06:00,,6,2.152567664,15,No,1,,,2022-10-12 15:06:00.000000
1.69e+19,42.361999,-71.09847099999999,42.37003408,-71.10147312,EAT,2022-10-12 15:06:00,,20,1.0773449940000002,15,No,1,,,2022-10-12 15:06:00.000000
7.07e+18,42.368689,-71.10992399999999,42.37040421,-71.11305481,EAT,2022-10-12 15:07:00,,2,0.6806975690000001,15,No,1,,,2022-10-12 15:07:00.000000
4.56e+18,42.368689,-71.10992399999999,42.374853,-71.118227,EAT,2022-10-12 15:07:00,,27,1.431371179,15,No,1,,,2022-10-12 15:07:00.000000
1.18e+19,42.359066,-71.09474399999999,42.35731286,-71.09384526,EAT,2022-10-12 15:07:00,,4,0.233671968,15,No,1,,,2022-10-12 15:07:00.000000
1.52e+19,42.357996,-71.114939,42.39184592,-71.12130668,EAT,2022-10-12 15:07:00,,8,2.713956635,15,No,1,,,2022-10-12 15:07:00.000000
4.45e+17,42.373076,-71.11872199999999,42.371219,-71.117438,EAT,2022-10-12 15:07:00,,2,0.11880983,15,No,1,,,2022-10-12 15:07:00.000000
3.73e+18,42.366295,-71.07820600000001,42.362778999999996,-71.101189,EAT,2022-10-12 15:08:00,,4,1.326600454,15,No,1,,,2022-10-12 15:08:00.000000
1.18e+19,42.372968,-71.110736,42.369116999999996,-71.109886,EAT,2022-10-12 15:09:00,,1,0.054714684000000006,15,No,1,,,2022-10-12 15:09:00.000000
1.19e+19,42.364025,-71.10085699999999,42.363521999999996,-71.09864,EAT,2022-10-12 15:09:00,,1,0.08494292099999999,15,No,1,,,2022-10-12 15:09:00.000000
1.17e+19,42.363082,-71.096974,42.37395,-71.13475799999999,EAT,2022-10-12 15:09:00,,10,3.3301104280000002,15,No,1,,,2022-10-12 15:09:00.000000
5.22e+17,42.371255,-71.11466300000001,42.372181,-71.11829200000001,EAT,2022-10-12 15:09:00,,1,0.077487812,15,No,1,,,2022-10-12 15:09:00.000000
1.02e+18,42.373076,-71.11872199999999,42.372007,-71.118256,EAT,2022-10-12 15:10:00,,1,0.100001558,15,No,1,,,2022-10-12 15:10:00.000000
1.03e+19,42.390043,-71.118227,42.38498674,-71.12777005,EAT,2022-10-12 15:10:00,,17,0.9104688009999999,15,No,1,,,2022-10-12 15:10:00.000000
7.67e+18,42.372968,-71.110736,42.36934,-71.11073,EAT,2022-10-12 15:10:00,,1,0.061785969,15,No,1,,,2022-10-12 15:10:00.000000
6.48e+18,42.359757,-71.101863,42.362778999999996,-71.101189,EAT,2022-10-12 15:10:00,,1,0.08458372900000001,15,No,1,,,2022-10-12 15:10:00.000000
3.62e+18,42.373076,-71.11872199999999,42.3737,-71.11560899999999,EAT,2022-10-12 15:10:00,,1,0.35829910200000004,15,No,1,,,2022-10-12 15:10:00.000000
8.42e+18,42.371255,-71.11466300000001,42.372895,-71.117919,EAT,2022-10-12 15:10:00,,1,0.310614169,15,No,1,,,2022-10-12 15:10:00.000000
1.59e+18,42.397326,-71.130785,42.371219,-71.117438,EAT,2022-10-12 15:11:00,,6,2.1734105919999998,15,No,1,,,2022-10-12 15:11:00.000000
3.73e+18,42.397326,-71.130785,42.37241865,-71.11631325,EAT,2022-10-12 15:11:00,,6,2.007442347,15,No,1,,,2022-10-12 15:11:00.000000
4.95e+18,42.397326,-71.130785,42.372211,-71.11595799999999,EAT,2022-10-12 15:11:00,,6,2.1161076619999997,15,No,1,,,2022-10-12 15:11:00.000000
5.47e+18,42.372027,-71.120423,42.372757,-71.11968,EAT,2022-10-12 15:11:00,,5,0.294312175,15,No,1,,,2022-10-12 15:11:00.000000
3.67e+18,42.359142,-71.092973,42.361889,-71.090546,EAT,2022-10-12 15:11:00,,3,0.19746322300000002,15,No,1,,,2022-10-12 15:11:00.000000
1.25e+19,42.371654,-71.086311,42.37108198,-71.08753399,EAT,2022-10-12 15:11:00,,1,0.10120579699999999,15,No,1,,,2022-10-12 15:11:00.000000
1.1e+19,42.3734,-71.099827,42.37273004,-71.08719076,EAT,2022-10-12 15:11:00,,18,0.936390831,15,No,1,,,2022-10-12 15:11:00.000000
7.09e+18,42.364025,-71.10085699999999,42.37319332,-71.10493053,EAT,2022-10-12 15:11:00,,6,1.181658404,15,No,1,,,2022-10-12 15:11:00.000000
1.41e+19,42.364025,-71.10085699999999,42.36735164,-71.09273912,EAT,2022-10-12 15:11:00,,11,0.7934198929999999,15,No,1,,,2022-10-12 15:11:00.000000
2.35e+18,42.363323,-71.08247,42.36624241,-71.07850063,EAT,2022-10-12 15:12:00,,5,0.308631337,15,No,1,,,2022-10-12 15:12:00.000000
8.02e+18,42.365244,-71.08233299999999,42.36624241,-71.07850063,EAT,2022-10-12 15:12:00,,1,0.304940158,15,No,1,,,2022-10-12 15:12:00.000000
2.24e+18,42.365244,-71.08233299999999,42.36624241,-71.07850063,EAT,2022-10-12 15:12:00,,6,0.34870027299999995,15,No,1,,,2022-10-12 15:12:00.000000
1.02e+19,42.361999,-71.09847099999999,42.36447363,-71.07711383,EAT,2022-10-12 15:12:00,,6,1.864675738,15,No,1,,,2022-10-12 15:12:00.000000
1.14e+19,42.367536,-71.080956,42.36602282,-71.08192419,EAT,2022-10-12 15:12:00,,3,0.183803298,15,No,1,,,2022-10-12 15:12:00.000000
1.07e+19,42.364025,-71.10085699999999,42.36447363,-71.07711383,EAT,2022-10-12 15:12:00,,11,3.156548693,15,No,1,,,2022-10-12 15:12:00.000000
1.06e+19,42.372122,-71.087128,42.371745000000004,-71.08659200000001,EAT,2022-10-12 15:12:00,,1,0.059043253,15,No,1,,,2022-10-12 15:12:00.000000
1.1e+17,42.371255,-71.11466300000001,42.37157307,-71.11518507,EAT,2022-10-12 15:13:00,,4,0.23960583,15,No,1,,,2022-10-12 15:13:00.000000
1.7e+19,42.361999,-71.09847099999999,42.37157307,-71.11518507,EAT,2022-10-12 15:13:00,,23,1.220502204,15,No,1,,,2022-10-12 15:13:00.000000
3.73e+18,42.373276000000004,-71.119212,42.37157307,-71.11518507,EAT,2022-10-12 15:13:00,,1,0.463688827,15,No,1,,,2022-10-12 15:13:00.000000
3.49e+18,42.359176,-71.088217,42.35656093,-71.11030989,EAT,2022-10-12 15:13:00,,5,1.898591781,15,No,1,,,2022-10-12 15:13:00.000000
4.19e+18,42.365551,-71.09015699999999,42.36864,-71.090018,EAT,2022-10-12 15:13:00,,2,0.139197667,15,No,1,,,2022-10-12 15:13:00.000000
1.27e+19,42.382457,-71.119966,42.375757,-71.14891800000001,EAT,2022-10-12 15:13:00,,7,2.2046730269999997,15,No,1,,,2022-10-12 15:13:00.000000
1.57e+19,42.372246000000004,-71.07982,42.37072672,-71.08133012,EAT,2022-10-12 15:13:00,,2,0.134612963,15,No,1,,,2022-10-12 15:13:00.000000
6.2e+18,42.370282,-71.11851899999999,42.38969013,-71.12358928,EAT,2022-10-12 15:13:00,,5,1.746448455,15,No,1,,,2022-10-12 15:13:00.000000
7.67e+18,42.390043,-71.118227,42.38771079,-71.12695579,EAT,2022-10-12 15:13:00,,2,0.707578997,15,No,1,,,2022-10-12 15:13:00.000000
2.72e+18,42.373154,-71.095093,42.372969,-71.094445,EAT,2022-10-12 15:14:00,,1,0.09219588599999999,15,No,1,,,2022-10-12 15:14:00.000000
