activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_t,,duration_minutes,distance_miles,start_hour,same_place,day,,
9.03E+18,42.365675,-71.103734,42.36018013,-71.10640454,EAT,10/12/22 15:32,,2,0.806031068,15,No,1,,
1.27E+19,42.383291,-71.119836,42.37241865,-71.11631325,EAT,10/12/22 15:32,,3,0.788066391,15,No,1,,
7.07E+18,42.371476,-71.081655,42.363579,-71.099631,EAT,10/12/22 15:32,,30,1.565170258,15,No,1,,
6.26E+18,42.359757,-71.101863,42.362779,-71.101189,EAT,10/12/22 15:32,,2,0.106102511,15,No,1,,
1.30E+18,42.373546,-71.120532,42.368157,-71.108699,EAT,10/12/22 15:33,,24,1.245755539,15,No,1,,
5.86E+18,42.365675,-71.103734,42.36757602,-71.09778195,EAT,10/12/22 15:33,,4,0.743318749,15,No,1,,
1.74E+19,42.371255,-71.114663,42.3628369,-71.0998704,EAT,10/12/22 15:34,,36,1.898066647,15,No,1,,
4.27E+18,42.370282,-71.118519,42.373906,-71.124891,EAT,10/12/22 15:34,,23,1.220548596,15,No,1,,
8.13E+18,42.37253,-71.118395,42.37043814,-71.11505158,EAT,10/12/22 15:34,,2,0.784048862,15,No,1,,
8.48E+18,42.373546,-71.120532,42.38239045,-71.12071564,EAT,10/12/22 15:34,,1,0.613831395,15,No,1,,
6.88E+18,42.361649,-71.09047,42.39835565,-71.13521251,EAT,10/12/22 15:34,,16,5.584887448,15,No,1,,
1.28E+19,42.359176,-71.088217,42.39941225,-71.13679082,EAT,10/12/22 15:34,,16,5.607485796,15,No,1,,
9.67E+18,42.365551,-71.090157,42.364891,-71.088978,EAT,10/12/22 15:34,,6,0.322038189,15,No,1,,
1.82E+19,42.3734,-71.099827,42.3736825,-71.09617695,EAT,10/12/22 15:34,,5,0.27098738,15,No,1,,
1.43E+19,42.390043,-71.118227,42.39847975,-71.12943611,EAT,10/12/22 15:35,,3,1.018431528,15,No,1,,
6.87E+18,42.394752,-71.126895,42.373206,-71.118645,EAT,10/12/22 15:35,,9,1.697578771,15,No,1,,
3.79E+17,42.371476,-71.081655,42.37144867,-71.08672456,EAT,10/12/22 15:35,,8,0.416751677,15,No,1,,
1.70E+19,42.368689,-71.109924,42.36850007,-71.11013816,EAT,10/12/22 15:35,,2,0.13428334,15,No,1,,
2.79E+17,42.368689,-71.109924,42.36850007,-71.11013816,EAT,10/12/22 15:35,,2,0.13428334,15,No,1,,
3.14E+18,42.361317,-71.085981,42.367971,-71.075004,EAT,10/12/22 15:36,,24,1.25839469,15,No,1,,
1.01E+19,42.371255,-71.114663,42.372303,-71.116061,EAT,10/12/22 15:36,,1,0.089473723,15,No,1,,
8.71E+18,42.373276,-71.119212,42.359191,-71.093366,EAT,10/12/22 15:36,,15,2.766459126,15,No,1,,
1.18E+19,42.390043,-71.118227,42.39068513,-71.11989022,EAT,10/12/22 15:36,,3,0.159261348,15,No,1,,
1.02E+19,42.359757,-71.101863,42.358764,-71.096359,EAT,10/12/22 15:36,,1,0.589403792,15,No,1,,
1.09E+16,42.372267,-71.088105,42.3742508,-71.1041681,EAT,10/12/22 15:37,,15,0.792095323,15,No,1,,
2.37E+18,42.365551,-71.090157,42.363653,-71.096844,EAT,10/12/22 15:37,,3,0.883961287,15,No,1,,
1.59E+18,42.372027,-71.120423,42.37829563,-71.10901895,EAT,10/12/22 15:37,,4,1.158797976,15,No,1,,
1.47E+19,42.372027,-71.120423,42.37954511,-71.12089344,EAT,10/12/22 15:37,,8,1.224366373,15,No,1,,
2.87E+18,42.372027,-71.120423,42.37157307,-71.11518507,EAT,10/12/22 15:37,,7,0.363021493,15,No,1,,
1.79E+19,42.370282,-71.118519,42.374873,-71.118216,EAT,10/12/22 15:37,,5,0.29915967,15,No,1,,
1.68E+18,42.372027,-71.120423,42.382449,-71.120062,EAT,10/12/22 15:37,,3,0.912006939,15,No,1,,
4.95E+18,42.370282,-71.118519,42.36755481,-71.11413497,EAT,10/12/22 15:37,,10,0.564210204,15,No,1,,
1.59E+19,42.370282,-71.118519,42.3726375,-71.11184995,EAT,10/12/22 15:37,,4,1.18037832,15,No,1,,
1.18E+19,42.372027,-71.120423,42.38169527,-71.11312061,EAT,10/12/22 15:37,,7,1.796689791,15,No,1,,
1.16E+19,42.365675,-71.103734,42.36747847,-71.10193448,EAT,10/12/22 15:37,,1,0.239802847,15,No,1,,
1.80E+19,42.363323,-71.08247,42.36747986,-71.08103879,EAT,10/12/22 15:38,,3,0.200030225,15,No,1,,
7.93E+17,42.365244,-71.082333,42.36869104,-71.07942557,EAT,10/12/22 15:38,,1,0.362768528,15,No,1,,
6.18E+18,42.388049,-71.119664,42.36549809,-71.07758876,EAT,10/12/22 15:38,,11,3.339701371,15,No,1,,
4.21E+18,42.365675,-71.103734,42.37789573,-71.11049587,EAT,10/12/22 15:38,,25,1.322773436,15,No,1,,
5.96E+18,42.371255,-71.114663,42.372181,-71.118292,EAT,10/12/22 15:38,,1,0.071512456,15,No,1,,
8.35E+18,42.369859,-71.068824,42.36979,-71.070656,EAT,10/12/22 15:38,,2,0.112440773,15,No,1,,
9.32E+18,42.364025,-71.100857,42.36068,-71.102395,EAT,10/12/22 15:38,,1,0.488975889,15,No,1,,
7.18E+18,42.359757,-71.101863,42.362779,-71.101189,EAT,10/12/22 15:38,,5,0.279485835,15,No,1,,
8.81E+18,42.373493,-71.120642,42.3677621,-71.0972599,EAT,10/12/22 15:38,,6,1.657131651,15,No,1,,
4.17E+18,42.390043,-71.118227,42.398823,-71.131623,EAT,10/12/22 15:38,,10,1.838240635,15,No,1,,
1.68E+19,42.3734,-71.099827,42.3687212,-71.115319,EAT,10/12/22 15:39,,4,1.153836176,15,No,1,,
6.93E+18,42.373076,-71.118722,42.37064925,-71.1156354,EAT,10/12/22 15:39,,6,0.34289919,15,No,1,,
1.10E+19,42.364025,-71.100857,42.366033,-71.103119,EAT,10/12/22 15:39,,2,0.491119719,15,No,1,,
6.01E+18,42.361999,-71.098471,42.3699518,-71.1131418,EAT,10/12/22 15:39,,4,1.604526032,15,No,1,,
9.46E+18,42.365675,-71.103734,42.36456939,-71.1147254,EAT,10/12/22 15:40,,4,1.271360325,15,No,1,,
1.24E+19,42.390043,-71.118227,42.37572008,-71.15446186,EAT,10/12/22 15:40,,12,3.635400805,15,No,1,,
1.63E+19,42.371255,-71.114663,42.37064137,-71.11543862,EAT,10/12/22 15:40,,3,0.172456083,15,No,1,,
6.02E+18,42.361999,-71.098471,42.363549,-71.1012,EAT,10/12/22 15:40,,1,0.064629183,15,No,1,,
1.27E+19,42.374948,-71.109119,42.374572,-71.109947,EAT,10/12/22 15:40,,1,0.086301917,15,No,1,,
1.21E+19,42.365675,-71.103734,42.363191,-71.104569,EAT,10/12/22 15:40,,3,0.194674291,15,No,1,,
2.39E+18,42.373493,-71.120642,42.37948615,-71.15150813,EAT,10/12/22 15:40,,6,2.048654012,15,No,1,,
5.52E+17,42.368689,-71.109924,42.370773,-71.08132,EAT,10/12/22 15:40,,8,2.603246056,15,No,1,,
1.33E+19,42.382482,-71.131438,42.383768,-71.133528,EAT,10/12/22 15:41,,1,0.098132712,15,No,1,,
9.05E+18,42.37253,-71.118395,42.374222,-71.134327,EAT,10/12/22 15:41,,25,1.32014233,15,No,1,,
9.32E+18,42.373076,-71.118722,42.371219,-71.117438,EAT,10/12/22 15:41,,2,0.146791774,15,No,1,,
1.24E+19,42.3734,-71.099827,42.37167317,-71.08628372,EAT,10/12/22 15:41,,22,1.155494402,15,No,1,,
5.89E+18,42.373276,-71.119212,42.38284989,-71.12600421,EAT,10/12/22 15:41,,6,1.010866666,15,No,1,,
9.42E+18,42.37253,-71.118395,42.38181807,-71.12275848,EAT,10/12/22 15:41,,5,1.541444279,15,No,1,,
3.96E+18,42.373546,-71.120532,42.382831,-71.131401,EAT,10/12/22 15:41,,5,1.703078848,15,No,1,,
5.33E+18,42.373154,-71.095093,42.369539,-71.086761,EAT,10/12/22 15:41,,3,0.651283911,15,No,1,,
5.53E+18,42.394752,-71.126895,42.367944,-71.11374904,EAT,10/12/22 15:42,,6,2.165581005,15,No,1,,
1.24E+18,42.390043,-71.118227,42.38129428,-71.13445902,EAT,10/12/22 15:42,,5,1.915949865,15,No,1,,
8.42E+18,42.365675,-71.103734,42.36768951,-71.10133334,EAT,10/12/22 15:42,,1,0.446342605,15,No,1,,
7.93E+18,42.359757,-71.101863,42.358764,-71.096359,EAT,10/12/22 15:42,,2,0.12363269,15,No,1,,
8.25E+18,42.365675,-71.103734,42.377157,-71.117476,EAT,10/12/22 15:42,,7,1.950950596,15,No,1,,
6.83E+18,42.36604,-71.10528,42.35762667,-71.11004552,EAT,10/12/22 15:42,,4,1.253067051,15,No,1,,
1.38E+19,42.36604,-71.10528,42.35985357,-71.11189522,EAT,10/12/22 15:42,,2,0.713506157,15,No,1,,
1.72E+19,42.36604,-71.10528,42.36012031,-71.1119111,EAT,10/12/22 15:42,,2,0.711979115,15,No,1,,
1.71E+19,42.36604,-71.10528,42.36120326,-71.1084261,EAT,10/12/22 15:42,,10,0.533634475,15,No,1,,
1.41E+19,42.36604,-71.10528,42.36049063,-71.1091812,EAT,10/12/22 15:42,,1,0.539289187,15,No,1,,
1.11E+18,42.36604,-71.10528,42.35895332,-71.10904387,EAT,10/12/22 15:42,,2,0.809367052,15,No,1,,
1.73E+18,42.36604,-71.10528,42.36041365,-71.11086504,EAT,10/12/22 15:42,,2,0.685399433,15,No,1,,
1.84E+19,42.390043,-71.118227,42.39102952,-71.12178003,EAT,10/12/22 15:42,,1,0.093949203,15,No,1,,
1.28E+18,42.359757,-71.101863,42.362702,-71.085364,EAT,10/12/22 15:43,,30,1.574877485,15,No,1,,
2.48E+16,42.371255,-71.114663,42.368065,-71.077746,EAT,10/12/22 15:43,,11,3.164323191,15,No,1,,
4.88E+18,42.371476,-71.081655,42.37089464,-71.08308582,EAT,10/12/22 15:43,,2,0.133834808,15,No,1,,
1.02E+19,42.373276,-71.119212,42.364121,-71.084867,EAT,10/12/22 15:43,,8,2.303676359,15,No,1,,
1.29E+19,42.370282,-71.118519,42.371219,-71.117438,EAT,10/12/22 15:43,,1,0.049054424,15,No,1,,
3.41E+18,42.369817,-71.077794,42.367825,-71.076294,EAT,10/12/22 15:44,,4,0.240840326,15,No,1,,
1.73E+19,42.388049,-71.119664,42.359334,-71.106159,EAT,10/12/22 15:44,,9,2.788544406,15,No,1,,
1.68E+19,42.364025,-71.100857,42.363191,-71.104569,EAT,10/12/22 15:44,,10,0.529357057,15,No,1,,
1.58E+19,42.359066,-71.094744,42.3695785,-71.10979858,EAT,10/12/22 15:44,,6,1.401907788,15,No,1,,
1.70E+19,42.359142,-71.092973,42.35731286,-71.09384526,EAT,10/12/22 15:44,,7,0.369170021,15,No,1,,
5.79E+18,42.359142,-71.092973,42.359191,-71.093366,EAT,10/12/22 15:44,,2,0.145611726,15,No,1,,
1.35E+19,42.373154,-71.095093,42.36695114,-71.0961569,EAT,10/12/22 15:44,,9,0.513803615,15,No,1,,
1.76E+19,42.365675,-71.103734,42.37550513,-71.1509006,EAT,10/12/22 15:45,,11,3.261292398,15,No,1,,
2.84E+18,42.359176,-71.088217,42.361889,-71.090546,EAT,10/12/22 15:45,,4,0.234944661,15,No,1,,
1.26E+19,42.369725,-71.111874,42.367721,-71.085187,EAT,10/12/22 15:45,,8,2.190485597,15,No,1,,
1.32E+18,42.371654,-71.086311,42.364322,-71.079235,EAT,10/12/22 15:45,,1,0.691127337,15,No,1,,
5.26E+18,42.365551,-71.090157,42.357065,-71.112111,EAT,10/12/22 15:45,,22,1.904078011,15,No,1,,
1.82E+19,42.370282,-71.118519,42.372211,-71.115958,EAT,10/12/22 15:46,,1,0.080803308,15,No,1,,
5.87E+18,42.374948,-71.109119,42.374572,-71.109947,EAT,10/12/22 15:46,,1,0.086301917,15,No,1,,
8.72E+18,42.397326,-71.130785,42.38372528,-71.13509973,EAT,10/12/22 15:46,,7,2.102260714,15,No,1,,
9.89E+16,42.373493,-71.120642,42.37073136,-71.11280105,EAT,10/12/22 15:46,,2,0.541287418,15,No,1,,
2.07E+18,42.369859,-71.068824,42.36979,-71.070656,EAT,10/12/22 15:46,,2,0.112440773,15,No,1,,
6.17E+18,42.359176,-71.088217,42.36078708,-71.10241482,EAT,10/12/22 15:47,,19,1.017339886,15,No,1,,
9.34E+17,42.364025,-71.100857,42.358555,-71.104159,EAT,10/12/22 15:47,,15,0.825680772,15,No,1,,
1.19E+19,42.370879,-71.113552,42.37081,-71.114182,EAT,10/12/22 15:48,,1,0.077243912,15,No,1,,
1.21E+19,42.359142,-71.092973,42.36092,-71.083662,EAT,10/12/22 15:48,,4,0.223993241,15,No,1,,
1.18E+19,42.357996,-71.114939,42.36461011,-71.11458404,EAT,10/12/22 15:48,,11,0.586310365,15,No,1,,
8.63E+18,42.397326,-71.130785,42.36468357,-71.11469834,EAT,10/12/22 15:48,,8,2.820759413,15,No,1,,
3.73E+18,42.365675,-71.103734,42.37345054,-71.11234334,EAT,10/12/22 15:48,,4,1.162996486,15,No,1,,
1.04E+19,42.37253,-71.118395,42.3699518,-71.1131418,EAT,10/12/22 15:48,,7,0.382202782,15,No,1,,
1.06E+19,42.373546,-71.120532,42.37007514,-71.11238212,EAT,10/12/22 15:48,,2,0.509763352,15,No,1,,
2.41E+18,42.363323,-71.08247,42.36624241,-71.07850063,EAT,10/12/22 15:48,,1,0.481644903,15,No,1,,
2.50E+18,42.372246,-71.07982,42.373591,-71.119721,EAT,10/12/22 15:49,,11,3.007611599,15,No,1,,
6.26E+18,42.372027,-71.120423,42.382673,-71.123538,EAT,10/12/22 15:49,,5,1.529110842,15,No,1,,
4.72E+17,42.363082,-71.096974,42.363579,-71.099631,EAT,10/12/22 15:49,,1,0.07482715,15,No,1,,
2.77E+18,42.365244,-71.082333,42.366125,-71.081942,EAT,10/12/22 15:49,,1,0.072189778,15,No,1,,
6.35E+18,42.390043,-71.118227,42.389415,-71.119372,EAT,10/12/22 15:50,,1,0.095121438,15,No,1,,
2.72E+18,42.373076,-71.118722,42.38009768,-71.12383845,EAT,10/12/22 15:50,,4,1.447609124,15,No,1,,
9.70E+18,42.365551,-71.090157,42.36864,-71.090018,EAT,10/12/22 15:50,,1,0.099418739,15,No,1,,
1.41E+19,42.365244,-71.082333,42.36549809,-71.07758876,EAT,10/12/22 15:50,,1,0.061428065,15,No,1,,
6.33E+18,42.361999,-71.098471,42.363191,-71.104569,EAT,10/12/22 15:51,,3,0.19663019,15,No,1,,
1.90E+18,42.394752,-71.126895,42.36485035,-71.09861453,EAT,10/12/22 15:51,,10,2.756342673,15,No,1,,
1.11E+19,42.37324,-71.114262,42.37573206,-71.11896384,EAT,10/12/22 15:51,,1,0.429811352,15,No,1,,
1.62E+19,42.363082,-71.096974,42.369253,-71.08099,EAT,10/12/22 15:51,,20,1.054940583,15,No,1,,
7.66E+18,42.364025,-71.100857,42.372411,-71.118434,EAT,10/12/22 15:51,,39,2.031914376,15,No,1,,
1.20E+19,42.364025,-71.100857,42.361889,-71.090546,EAT,10/12/22 15:51,,2,0.150425994,15,No,1,,
7.70E+18,42.364025,-71.100857,42.357364,-71.107752,EAT,10/12/22 15:51,,20,1.068686029,15,No,1,,
1.30E+19,42.364025,-71.100857,42.3628829,-71.0937258,EAT,10/12/22 15:51,,3,0.190643122,15,No,1,,
1.61E+19,42.361999,-71.098471,42.362183,-71.100137,EAT,10/12/22 15:51,,3,0.164793453,15,No,1,,
3.24E+17,42.363323,-71.08247,42.367081,-71.080211,EAT,10/12/22 15:52,,1,0.090745709,15,No,1,,
1.83E+19,42.373154,-71.095093,42.37089115,-71.09322828,EAT,10/12/22 15:52,,1,0.600028345,15,No,1,,
1.75E+19,42.373154,-71.095093,42.3722222,-71.10266496,EAT,10/12/22 15:52,,3,0.779979749,15,No,1,,
8.53E+18,42.390043,-71.118227,42.389756,-71.118932,EAT,10/12/22 15:52,,3,0.158231817,15,No,1,,
6.50E+18,42.368689,-71.109924,42.37715,-71.113529,EAT,10/12/22 15:52,,5,1.237929046,15,No,1,,
1.56E+18,42.359066,-71.094744,42.358764,-71.096359,EAT,10/12/22 15:53,,2,0.854233807,15,No,1,,
1.41E+19,42.359066,-71.094744,42.360185,-71.094321,EAT,10/12/22 15:53,,1,0.07316194,15,No,1,,
1.72E+19,42.361999,-71.098471,42.366419,-71.077299,EAT,10/12/22 15:53,,5,1.562394433,15,No,1,,
1.62E+19,42.37253,-71.118395,42.37096,-71.103858,EAT,10/12/22 15:53,,33,1.693836289,15,No,1,,
1.70E+19,42.361999,-71.098471,42.370758,-71.114638,EAT,10/12/22 15:53,,6,1.777457025,15,No,1,,
7.42E+17,42.361999,-71.098471,42.36883776,-71.11374846,EAT,10/12/22 15:53,,16,0.845804141,15,No,1,,
1.74E+19,42.359142,-71.092973,42.36947552,-71.08555747,EAT,10/12/22 15:53,,2,0.813231348,15,No,1,,
1.70E+19,42.373493,-71.120642,42.374223,-71.120026,EAT,10/12/22 15:53,,1,0.058587284,15,No,1,,
1.49E+19,42.365675,-71.103734,42.360038,-71.114841,EAT,10/12/22 15:53,,6,1.653476305,15,No,1,,
1.61E+18,42.373276,-71.119212,42.37200179,-71.11594241,EAT,10/12/22 15:54,,1,0.507740092,15,No,1,,
4.89E+18,42.361317,-71.085981,42.36092,-71.083662,EAT,10/12/22 15:54,,11,0.61011683,15,No,1,,
1.41E+19,42.373493,-71.120642,42.3686382,-71.09766174,EAT,10/12/22 15:54,,6,1.814514412,15,No,1,,
1.52E+19,42.364025,-71.100857,42.360217,-71.093716,EAT,10/12/22 15:54,,2,0.147581924,15,No,1,,
2.85E+18,42.373076,-71.118722,42.37135984,-71.11485081,EAT,10/12/22 15:54,,1,0.387982139,15,No,1,,
6.04E+18,42.371255,-71.114663,42.3737,-71.115609,EAT,10/12/22 15:54,,1,0.370427012,15,No,1,,
1.24E+19,42.373076,-71.118722,42.374029,-71.114152,EAT,10/12/22 15:54,,10,0.553658522,15,No,1,,
5.45E+18,42.37253,-71.118395,42.37157307,-71.11518507,EAT,10/12/22 15:54,,4,0.247205137,15,No,1,,
1.32E+19,42.371255,-71.114663,42.37157307,-71.11518507,EAT,10/12/22 15:54,,2,0.764272,15,No,1,,
6.50E+18,42.373276,-71.119212,42.37369758,-71.11278724,EAT,10/12/22 15:54,,5,0.826792537,15,No,1,,
1.67E+19,42.36604,-71.10528,42.372573,-71.11936,EAT,10/12/22 15:55,,19,1.005545494,15,No,1,,
1.94E+18,42.367183,-71.074439,42.36991781,-71.07327512,EAT,10/12/22 15:55,,10,0.54587596,15,No,1,,
1.12E+19,42.36604,-71.10528,42.365631,-71.104452,EAT,10/12/22 15:55,,2,0.132496605,15,No,1,,
1.51E+19,42.382457,-71.119966,42.37682701,-71.11036063,EAT,10/12/22 15:56,,17,0.89102878,15,No,1,,
3.16E+18,42.35987,-71.109958,42.39222465,-71.12522224,EAT,10/12/22 15:56,,9,2.924094891,15,No,1,,
8.81E+18,42.361999,-71.098471,42.360038,-71.114841,EAT,10/12/22 15:56,,4,1.559446201,15,No,1,,
3.06E+18,42.363323,-71.08247,42.370267,-71.100053,EAT,10/12/22 15:56,,4,1.61496133,15,No,1,,
4.33E+18,42.363082,-71.096974,42.3626292,-71.10631259,EAT,10/12/22 15:57,,1,0.637059669,15,No,1,,
1.10E+19,42.364025,-71.100857,42.3592099,-71.1108903,EAT,10/12/22 15:57,,2,0.759715659,15,No,1,,
1.84E+19,42.384488,-71.11983,42.37212869,-71.08687127,EAT,10/12/22 15:57,,13,2.439767181,15,No,1,,
1.16E+19,42.361999,-71.098471,42.364787,-71.102083,EAT,10/12/22 15:57,,1,0.05475839,15,No,1,,
1.70E+19,42.384488,-71.11983,42.38335093,-71.12327322,EAT,10/12/22 15:58,,9,0.4764399,15,No,1,,
1.85E+18,42.369371,-71.077051,42.367479,-71.100902,EAT,10/12/22 15:58,,4,1.588219894,15,No,1,,
3.53E+18,42.373076,-71.118722,42.371219,-71.117438,EAT,10/12/22 15:59,,4,0.258743306,15,No,1,,
1.74E+18,42.372027,-71.120423,42.372573,-71.11936,EAT,10/12/22 15:59,,2,0.608286379,15,No,1,,
4.15E+18,42.37253,-71.118395,42.372502,-71.119558,EAT,10/12/22 15:59,,2,0.561749719,15,No,1,,
1.67E+18,42.369817,-71.077794,42.359191,-71.093366,EAT,10/12/22 15:59,,3,1.335550697,15,No,1,,
1.73E+19,42.365675,-71.103734,42.368065,-71.077746,EAT,10/12/22 15:59,,6,1.783529455,15,No,1,,
6.81E+18,42.365675,-71.103734,42.361889,-71.090546,EAT,10/12/22 15:59,,4,1.098674066,15,No,1,,
1.77E+19,42.365675,-71.103734,42.37313758,-71.10636047,EAT,10/12/22 15:59,,2,0.54467448,15,No,1,,
8.45E+18,42.37253,-71.118395,42.37157307,-71.11518507,EAT,10/12/22 15:59,,1,0.463688827,15,No,1,,
9.35E+17,42.37253,-71.118395,42.37157307,-71.11518507,EAT,10/12/22 15:59,,4,0.240820871,15,No,1,,
1.68E+19,42.372246,-71.07982,42.37157307,-71.11518507,EAT,10/12/22 15:59,,9,2.176030709,15,No,1,,
5.09E+18,42.363082,-71.096974,42.37120288,-71.11395341,EAT,10/12/22 15:59,,7,1.902009895,15,No,1,,
9.78E+18,42.37253,-71.118395,42.3699518,-71.1131418,EAT,10/12/22 15:59,,5,0.29659801,15,No,1,,
1.65E+19,42.370282,-71.118519,42.36521021,-71.09934185,EAT,10/12/22 15:59,,25,1.331950245,15,No,1,,
8.58E+18,42.373076,-71.118722,42.36416563,-71.10071915,EAT,10/12/22 15:59,,22,1.142972235,15,No,1,,
1.26E+19,42.389362,-71.119548,42.38161838,-71.11330057,EAT,10/12/22 16:00,,2,0.769366208,16,No,1,,
2.63E+18,42.395359,-71.128283,42.37860767,-71.13312042,EAT,10/12/22 16:00,,6,1.854385688,16,No,1,,
3.36E+18,42.38192,-71.119949,42.36734336,-71.11449313,EAT,10/12/22 16:00,,33,1.719256205,16,No,1,,
7.97E+18,42.359066,-71.094744,42.359191,-71.093366,EAT,10/12/22 16:00,,5,0.262463142,16,No,1,,
8.17E+18,42.361329,-71.096228,42.364458,-71.102547,EAT,10/12/22 16:00,,2,0.519856074,16,No,1,,
6.86E+18,42.365028,-71.102423,42.36952447,-71.10782017,EAT,10/12/22 16:00,,4,1.160786979,16,No,1,,
1.77E+18,42.365028,-71.102423,42.38468811,-71.12742466,EAT,10/12/22 16:00,,17,4.566370868,16,No,1,,
7.89E+18,42.372267,-71.088105,42.367012,-71.113226,EAT,10/12/22 16:00,,6,1.66154651,16,No,1,,
1.67E+19,42.367183,-71.074439,42.372069,-71.11994,EAT,10/12/22 16:00,,11,3.226861252,16,No,1,,
1.58E+19,42.373076,-71.118722,42.358555,-71.104159,EAT,10/12/22 16:00,,8,2.5440053,16,No,1,,
9.21E+18,42.38192,-71.119949,42.3691497,-71.11409143,EAT,10/12/22 16:01,,3,1.084627495,16,No,1,,
1.57E+19,42.373076,-71.118722,42.35626499,-71.11139755,EAT,10/12/22 16:02,,8,2.274076363,16,No,1,,
1.17E+19,42.359066,-71.094744,42.358764,-71.096359,EAT,10/12/22 16:02,,1,0.427239408,16,No,1,,
6.57E+18,42.372895,-71.117919,42.371436,-71.116713,EAT,10/12/22 16:02,,1,0.315997085,16,No,1,,
1.78E+19,42.372027,-71.120423,42.373276,-71.119212,EAT,10/12/22 16:02,,5,0.297583786,16,No,1,,
1.44E+19,42.373076,-71.118722,42.372416,-71.113445,EAT,10/12/22 16:02,,7,0.392416355,16,No,1,,
1.33E+19,42.361329,-71.096228,42.353846,-71.105193,EAT,10/12/22 16:02,,3,1.092386421,16,No,1,,
3.83E+18,42.373387,-71.094985,42.37294839,-71.11071847,EAT,10/12/22 16:03,,6,1.495449494,16,No,1,,
1.32E+19,42.36379,-71.101359,42.37187897,-71.08330839,EAT,10/12/22 16:03,,29,1.515186715,16,No,1,,
1.12E+19,42.373076,-71.118722,42.373092,-71.119396,EAT,10/12/22 16:03,,6,0.32727858,16,No,1,,
8.98E+18,42.373493,-71.120642,42.38011047,-71.13034327,EAT,10/12/22 16:04,,4,1.503958718,16,No,1,,
3.40E+17,42.365028,-71.102423,42.367947,-71.097843,EAT,10/12/22 16:04,,9,0.49070267,16,No,1,,
1.23E+19,42.363587,-71.083219,42.37578333,-71.13066982,EAT,10/12/22 16:04,,10,3.148187935,16,No,1,,
1.36E+19,42.361098,-71.095823,42.365631,-71.104452,EAT,10/12/22 16:05,,7,0.377587945,16,No,1,,
8.31E+18,42.373076,-71.118722,42.357065,-71.112111,EAT,10/12/22 16:05,,4,1.259908099,16,No,1,,
1.75E+19,42.361329,-71.096228,42.37157307,-71.11518507,EAT,10/12/22 16:05,,6,1.883888205,16,No,1,,
1.56E+19,42.36379,-71.101359,42.3699518,-71.1131418,EAT,10/12/22 16:05,,5,1.56914095,16,No,1,,
8.86E+18,42.371436,-71.116713,42.37587685,-71.11134689,EAT,10/12/22 16:06,,5,0.876230328,16,No,1,,
8.43E+18,42.371436,-71.116713,42.38139709,-71.11550148,EAT,10/12/22 16:06,,3,1.188164941,16,No,1,,
1.16E+19,42.372027,-71.120423,42.380169,-71.11796,EAT,10/12/22 16:06,,12,0.649831203,16,No,1,,
3.72E+18,42.371436,-71.116713,42.372211,-71.115958,EAT,10/12/22 16:06,,1,0.570335021,16,No,1,,
1.39E+19,42.371436,-71.116713,42.37170779,-71.11013937,EAT,10/12/22 16:06,,6,1.073837043,16,No,1,,
1.34E+19,42.363587,-71.083219,42.37604286,-71.13056278,EAT,10/12/22 16:06,,9,3.116739094,16,No,1,,
1.02E+19,42.363587,-71.083219,42.363579,-71.099631,EAT,10/12/22 16:06,,22,1.144114646,16,No,1,,
6.34E+18,42.373076,-71.118722,42.371219,-71.117438,EAT,10/12/22 16:07,,1,0.326878265,16,No,1,,
3.02E+18,42.363587,-71.083219,42.367721,-71.085187,EAT,10/12/22 16:07,,1,0.554005537,16,No,1,,
6.90E+18,42.361329,-71.096228,42.3694755,-71.11092061,EAT,10/12/22 16:07,,4,1.425340448,16,No,1,,
1.79E+19,42.365028,-71.102423,42.372416,-71.113445,EAT,10/12/22 16:07,,21,1.094215862,16,No,1,,
1.78E+19,42.374948,-71.109119,42.39081,-71.122621,EAT,10/12/22 16:07,,5,1.702039815,16,No,1,,
1.28E+19,42.367183,-71.074439,42.373578,-71.093517,EAT,10/12/22 16:07,,27,1.39911892,16,No,1,,
1.08E+19,42.389362,-71.119548,42.37898783,-71.15179899,EAT,10/12/22 16:07,,8,2.256359143,16,No,1,,
1.34E+19,42.388049,-71.119664,42.38672201,-71.11989319,EAT,10/12/22 16:07,,1,0.078754224,16,No,1,,
1.82E+19,42.3734,-71.099827,42.3704124,-71.10614639,EAT,10/12/22 16:08,,3,0.664376125,16,No,1,,
1.69E+19,42.371476,-71.081655,42.383876,-71.134421,EAT,10/12/22 16:08,,12,3.472063487,16,No,1,,
6.06E+16,42.394752,-71.126895,42.389119,-71.147952,EAT,10/12/22 16:08,,6,2.129322689,16,No,1,,
9.25E+18,42.36379,-71.101359,42.3628369,-71.0998704,EAT,10/12/22 16:08,,6,0.322539379,16,No,1,,
3.04E+18,42.372895,-71.117919,42.36693148,-71.09706184,EAT,10/12/22 16:08,,6,1.741437434,16,No,1,,
1.02E+19,42.389362,-71.119548,42.37186999,-71.09331893,EAT,10/12/22 16:08,,9,2.709945148,16,No,1,,
2.37E+18,42.395359,-71.128283,42.39140203,-71.1268287,EAT,10/12/22 16:08,,2,0.739265942,16,No,1,,
8.87E+16,42.365028,-71.102423,42.371329,-71.116471,EAT,10/12/22 16:08,,3,0.950312229,16,No,1,,
